Id;ActivityId;StudentId;Status;ProgressPercent;FirstAccessedAt;LastAccessedAt;TotalTimeSpentSeconds;CompletedAt
21303;1247;2905.0;Completed;100;2022-11-08 01:57:52;2022-12-29 01:57:52;1218.0;2022-12-29 01:57:52
14070;1382;142.0;Completed;100;2024-10-18 20:15:28;2025-02-03 20:15:28;1884.0;2025-02-03 20:15:28
7009;1925;468.0;Completed;100;2024-06-14 06:32:49;2024-08-17 06:32:49;2760.0;2024-08-17 06:32:49
4457;1962;2314.0;InProgress;64;2025-05-07 00:05:37;2025-07-26 00:05:37;3113.0;
10151;1454;2305.0;Completed;100;2022-08-01 03:22:53;2022-08-12 03:22:53;3705.0;2022-08-12 03:22:53
13913;2026;4449.0;NotStarted;0;;;;
17386;3;636.0;Completed;100;2024-02-09 04:36:07;;1571.0;2024-02-27 04:36:07
2484;654;2176.0;Completed;100;2024-08-26 19:57:01;2024-12-12 19:57:01;5520.0;2024-12-12 19:57:01
8373;272;1070.0;InProgress;87;2025-01-03 01:54:07;2025-04-12 01:54:07;658.0;
12789;1544;4678.0;Completed;100;2023-03-06 16:49:46;2023-03-25 16:49:46;3595.0;2023-03-25 16:49:46
24039;1723;3111.0;Completed;100;2023-07-23 05:43:47;2023-11-09 05:43:47;1864.0;2023-11-09 05:43:47
15771;471;486.0;InProgress;67;2023-02-21 07:38:44;;3021.0;
26347;1605;;InProgress;43;2025-05-16 03:01:05;2025-06-05 03:01:05;1520.0;
1323;1937;2872.0;InProgress;34;2024-06-30 18:10:45;2024-09-05 18:10:45;105.0;
14367;71;1862.0;Completed;100;2024-08-12 12:29:09;2024-11-25 12:29:09;2310.0;2024-11-25 12:29:09
2834;1873;1319.0;InProgress;58;2025-01-30 16:48:38;2025-02-11 16:48:38;1318.0;
8262;1186;2290.0;Completed;-5;2024-08-04 07:47:09;2024-08-25 07:47:09;3018.0;2024-08-25 07:47:09
17136;2083;2040.0;Completed;100;2024-09-10 14:26:28;2024-11-17 14:26:28;;2024-11-17 14:26:28
22832;1935;2269.0;Completed;100;2022-07-25 07:43:31;2022-10-24 07:43:31;3097.0;2022-10-24 07:43:31
16714;177;3213.0;Completed;100;2024-07-06 18:09:34;2024-07-22 18:09:34;988.0;2024-07-22 18:09:34
1809;1136;1478.0;Completed;100;2024-10-29 20:11:51;2025-01-26 20:11:51;6499.0;2025-01-26 20:11:51
21811;1452;1048.0;InProgress;-5;2025-12-30 07:00:19;2026-02-10 07:00:19;497.0;
11167;378;4702.0;Completed;100;2024-03-17 05:30:18;2024-04-21 05:30:18;3091.0;2024-04-21 05:30:18
22710;1850;782.0;InProgress;101;2023-04-19 08:23:51;2023-05-24 08:23:51;2304.0;
23391;1185;3869.0;Completed;100;2024-05-29 00:07:29;;6798.0;2024-06-01 00:07:29
10092;667;2735.0;InProgress;29;2022-11-05 23:40:28;2022-12-17 23:40:28;1828.0;
9503;169;565.0;InProgress;53;2023-01-21 22:36:53;2023-02-05 22:36:53;445.0;
6531;587;1966.0;Completed;100;2023-02-24 01:59:34;2023-05-24 01:59:34;3542.0;2023-05-24 01:59:34
6198;1766;3959.0;Completed;100;2025-04-19 06:28:20;2025-06-24 06:28:20;5825.0;2025-06-24 06:28:20
21227;378;313.0;InProgress;61;2022-09-04 15:51:31;2022-12-28 15:51:31;2295.0;
8409;484;3562.0;Completed;100;2024-02-21 04:41:28;2024-02-26 04:41:28;3492.0;2024-02-26 04:41:28
8265;1661;2290.0;InProgress;36;2023-10-10 11:53:39;2024-01-20 11:53:39;2711.0;
19486;2189;621.0;InProgress;25;2024-11-29 18:18:32;2025-01-23 18:18:32;3305.0;
21557;30;4558.0;Completed;100;2025-05-24 01:57:44;2025-05-28 01:57:44;6470.0;2025-05-28 01:57:44
8369;956;1070.0;Completed;100;2024-10-04 05:03:23;2025-01-14 05:03:23;872.0;2025-01-14 05:03:23
2394;39;3722.0;Completed;101;2023-08-11 13:10:28;2023-10-04 13:10:28;5257.0;2023-10-04 13:10:28
2626;246;1583.0;Completed;100;2022-09-15 10:14:43;2022-10-18 10:14:43;1185.0;2022-10-18 10:14:43
15472;342;149.0;Completed;101;2023-10-05 15:09:42;;4697.0;2023-10-27 15:09:42
10355;1498;2965.0;NotStarted;0;;;;
21541;1476;1834.0;Completed;100;2025-08-31 05:14:20;2025-09-13 05:14:20;6273.0;2025-09-13 05:14:20
6222;2106;4584.0;Completed;100;2024-01-07 19:14:46;2024-03-17 19:14:46;3988.0;2024-03-17 19:14:46
13366;1788;552.0;Completed;100;2022-08-26 17:14:01;2022-09-10 17:14:01;5162.0;2022-09-10 17:14:01
8885;1870;3783.0;Completed;-5;2023-05-25 17:27:21;2023-09-08 17:27:21;4730.0;2023-09-08 17:27:21
20940;404;1540.0;InProgress;17;2023-04-09 00:41:25;2023-08-06 00:41:25;1436.0;
20350;683;4375.0;Completed;100;2025-11-08 08:51:33;2026-02-02 08:51:33;2616.0;2026-02-02 08:51:33
11966;966;1145.0;InProgress;20;2023-06-03 10:30:36;2023-07-06 10:30:36;1262.0;
2665;1831;3761.0;NotStarted;0;;;;
15454;565;4066.0;Completed;100;2025-01-16 12:27:45;2025-05-15 12:27:45;898.0;2025-05-15 12:27:45
14510;1239;2563.0;Completed;100;2023-02-18 10:38:43;2023-03-24 10:38:43;3856.0;2023-03-24 10:38:43
17804;524;4245.0;NotStarted;101;;;;
23981;1162;3747.0;InProgress;46;2024-11-28 14:16:44;2025-02-23 14:16:44;3577.0;
22935;1160;2731.0;InProgress;93;2024-03-27 06:03:35;2024-04-18 06:03:35;925.0;
20970;270;3199.0;InProgress;86;2024-08-09 16:41:10;2024-10-21 16:41:10;2478.0;
14339;1100;4784.0;Completed;100;2022-12-05 09:17:53;2023-01-31 09:17:53;3829.0;2023-01-31 09:17:53
5542;1186;200.0;Completed;100;2024-10-19 06:57:04;2025-01-05 06:57:04;364.0;2025-01-05 06:57:04
15325;1454;1383.0;InProgress;55;2024-02-07 09:38:00;;3007.0;
21141;1111;3316.0;Completed;100;2025-12-26 03:20:29;2026-01-22 03:20:29;3182.0;2026-01-22 03:20:29
5460;1536;1856.0;NotStarted;0;;;;
23627;1037;739.0;InProgress;44;2022-11-16 15:37:00;2022-12-03 15:37:00;89.0;
12661;1809;1670.0;Completed;100;2025-03-26 12:02:45;2025-06-11 12:02:45;3184.0;2025-06-11 12:02:45
25765;1293;1891.0;InProgress;46;2023-09-21 11:32:37;2023-12-10 11:32:37;2331.0;
26419;1255;924.0;Completed;100;2023-08-04 08:44:01;2023-09-03 08:44:01;5122.0;2023-09-03 08:44:01
13;675;677.0;Completed;100;2025-04-14 10:24:00;2025-05-10 10:24:00;1897.0;2025-05-10 10:24:00
27014;1659;1490.0;NotStarted;0;;;;
14643;1553;2804.0;InProgress;26;2026-01-11 22:14:10;;3195.0;
6306;71;4173.0;Completed;100;2022-11-29 04:56:25;2023-03-02 04:56:25;6131.0;2023-03-02 04:56:25
25847;1689;4034.0;InProgress;53;2024-05-03 22:26:42;2024-07-09 22:26:42;121.0;
13163;1848;4296.0;NotStarted;0;;;;
6896;1306;2487.0;Completed;100;2024-05-03 05:56:41;2024-06-23 05:56:41;4587.0;2024-06-23 05:56:41
13172;1375;4296.0;NotStarted;0;;;;
16937;1611;3315.0;Completed;100;2023-11-20 04:21:13;2024-01-11 04:21:13;4321.0;2024-01-11 04:21:13
15574;336;249.0;Completed;100;2022-07-08 03:21:54;2022-08-01 03:21:54;5470.0;2022-08-01 03:21:54
17000;953;2136.0;InProgress;46;2024-12-17 19:17:16;2025-01-23 19:17:16;911.0;
9909;685;1271.0;Completed;100;2023-07-20 05:58:08;2023-10-17 05:58:08;2512.0;2023-10-17 05:58:08
293;1371;1831.0;InProgress;9;2025-08-27 13:54:20;2025-12-08 13:54:20;;
7651;1497;3455.0;InProgress;60;2023-09-29 17:41:06;2023-11-21 17:41:06;1190.0;
21994;281;1720.0;NotStarted;0;;;;
7046;1293;6.0;InProgress;52;2024-10-15 09:33:08;2024-11-28 09:33:08;1514.0;
8061;1705;3490.0;Completed;100;2024-03-03 01:01:27;;1975.0;2024-03-18 01:01:27
2349;2097;2150.0;Completed;100;2024-03-12 17:31:42;;2692.0;2024-04-07 17:31:42
4069;445;2508.0;Completed;100;2024-12-17 19:03:12;2025-04-11 19:03:12;4954.0;2025-04-11 19:03:12
12174;1356;1257.0;InProgress;78;2023-05-17 21:56:57;2023-07-08 21:56:57;1987.0;
13561;462;4991.0;Completed;100;2023-09-19 08:43:52;2023-12-03 08:43:52;4568.0;2023-12-03 08:43:52
18053;669;1039.0;InProgress;79;2024-06-06 20:11:33;2024-07-12 20:11:33;1407.0;
15687;1552;766.0;InProgress;16;2023-02-10 03:51:52;2023-05-22 03:51:52;2861.0;
6;690;2864.0;Completed;54;2025-07-19 11:45:13;2025-08-20 11:45:13;6325.0;2025-08-20 11:45:13
14427;1751;462.0;InProgress;55;2024-12-03 07:48:42;2024-12-21 07:48:42;629.0;
22063;1043;379.0;Completed;100;2023-08-01 13:28:06;2023-08-20 13:28:06;1402.0;2023-08-20 13:28:06
15988;1552;748.0;InProgress;76;2025-12-30 03:39:37;2026-04-18 03:39:37;342.0;
22015;909;1246.0;InProgress;46;2025-01-21 21:29:08;;;
20460;87;2845.0;InProgress;68;2025-07-13 13:59:10;2025-10-24 13:59:10;657.0;
11740;1798;1880.0;Completed;100;2025-04-07 13:19:47;2025-07-06 13:19:47;509.0;2025-07-06 13:19:47
9117;2048;2517.0;Completed;86;2024-12-14 20:31:24;2025-01-23 20:31:24;1193.0;2025-01-23 20:31:24
19381;524;1131.0;InProgress;26;2024-10-23 19:58:47;2025-01-21 19:58:47;318.0;
13865;1867;1734.0;InProgress;40;2025-07-28 06:12:37;2025-11-23 06:12:37;495.0;
14115;187;3147.0;Completed;100;2025-05-22 07:23:54;2025-09-04 07:23:54;6604.0;2025-09-04 07:23:54
569;327;2837.0;Completed;100;2024-06-12 20:14:42;2024-07-09 20:14:42;4192.0;2024-07-09 20:14:42
19520;764;1372.0;Completed;100;2024-07-12 02:34:01;2024-10-13 02:34:01;6849.0;2024-10-13 02:34:01
5261;677;4809.0;Completed;100;2024-07-05 02:36:12;2024-07-29 02:36:12;1326.0;2024-07-29 02:36:12
24434;675;4901.0;Completed;100;2022-11-13 19:30:35;2023-02-17 19:30:35;670.0;2023-02-17 19:30:35
23715;174;4594.0;Completed;100;2025-07-16 10:23:05;2025-10-21 10:23:05;1894.0;2025-10-21 10:23:05
8805;121;1311.0;InProgress;91;2023-08-13 22:34:31;2023-09-30 22:34:31;2208.0;
20677;2070;1700.0;Completed;100;2024-11-07 15:25:37;2024-11-15 15:25:37;966.0;2024-11-15 15:25:37
20635;1111;592.0;InProgress;91;2022-09-25 18:30:59;2022-11-28 18:30:59;1882.0;
6468;484;2436.0;Completed;100;2023-05-19 01:35:24;2023-05-30 01:35:24;;2023-05-30 01:35:24
21756;824;2623.0;InProgress;95;2023-01-20 07:25:01;2023-02-21 07:25:01;;
2270;1099;1878.0;Completed;100;2022-10-23 19:01:50;2022-12-15 19:01:50;1031.0;2022-12-15 19:01:50
24170;1685;4514.0;NotStarted;0;;;;
5365;1781;4510.0;NotStarted;0;;;;
21518;1291;4476.0;InProgress;87;2023-07-28 16:35:55;2023-10-20 16:35:55;1073.0;
11314;444;4479.0;InProgress;101;2023-07-17 06:46:56;;330.0;
22364;193;1888.0;Completed;100;2023-02-16 03:04:19;2023-05-26 03:04:19;1736.0;2023-05-26 03:04:19
13147;9995;2579.0;Completed;100;2025-06-22 18:15:59;2025-10-03 18:15:59;3387.0;2025-10-03 18:15:59
12902;1079;2584.0;InProgress;30;2022-12-16 19:23:42;2023-04-07 19:23:42;1160.0;
14818;169;2438.0;Completed;100;2024-05-09 12:07:55;2024-05-28 12:07:55;4961.0;2024-05-28 12:07:55
13622;452;1093.0;InProgress;93;2025-06-14 20:32:46;2025-06-19 20:32:46;535.0;
1173;741;4860.0;Completed;73;2025-10-02 02:45:30;2026-01-01 02:45:30;2639.0;2026-01-01 02:45:30
23890;331;1358.0;InProgress;34;2024-09-16 17:01:09;2024-09-27 17:01:09;1502.0;
13834;1984;1937.0;InProgress;58;2022-07-26 06:38:59;2022-09-12 06:38:59;1583.0;
1929;696;2455.0;Completed;100;2023-10-12 01:45:46;2024-01-26 01:45:46;;2024-01-26 01:45:46
19620;1465;1859.0;InProgress;80;2022-11-21 19:01:27;2022-11-22 19:01:27;477.0;
24519;2143;1572.0;Completed;100;2024-11-09 13:48:31;2025-01-15 13:48:31;1220.0;2025-01-15 13:48:31
5682;980;2102.0;NotStarted;0;;;;
6189;1438;2924.0;InProgress;61;2022-07-28 07:42:02;2022-08-21 07:42:02;620.0;
16089;1844;4312.0;NotStarted;999;;;;
8555;690;1403.0;Completed;100;2025-12-09 04:57:47;2025-12-21 04:57:47;5263.0;2025-12-21 04:57:47
25853;1909;2006.0;InProgress;68;2024-08-03 10:38:45;2024-08-08 10:38:45;368.0;
5042;598;3620.0;InProgress;31;2022-08-18 12:49:01;2022-09-27 12:49:01;2174.0;
10611;87;1203.0;Completed;100;2022-07-27 15:07:48;2022-09-01 15:07:48;3658.0;2022-09-01 15:07:48
26049;1108;4180.0;InProgress;80;2024-03-26 18:38:04;2024-07-17 18:38:04;740.0;
2840;2083;1319.0;InProgress;16;2024-04-11 00:38:05;2024-05-09 00:38:05;418.0;
1889;1111;3176.0;InProgress;52;2025-04-17 17:25:41;2025-04-17 17:25:41;1239.0;
26680;439;2451.0;Completed;100;2025-05-09 22:19:30;2025-08-04 22:19:30;7127.0;2025-08-04 22:19:30
24606;1052;3570.0;Completed;100;2022-08-15 01:40:36;2022-10-18 01:40:36;4475.0;2022-10-18 01:40:36
7481;1186;483.0;Completed;100;2024-06-28 08:44:23;2024-08-11 08:44:23;3271.0;2024-08-11 08:44:23
22400;72;603.0;Completed;100;2022-06-16 14:07:17;2022-10-10 14:07:17;302.0;2022-10-10 14:07:17
10425;781;3402.0;NotStarted;0;;;;
7880;1664;1152.0;Completed;100;2025-08-30 16:16:05;2025-10-04 16:16:05;428.0;2025-10-04 16:16:05
11047;1281;3123.0;Completed;100;2024-02-20 23:26:37;;6461.0;2024-03-21 23:26:37
6777;1058;3587.0;Completed;100;2024-08-16 03:49:15;2024-11-11 03:49:15;;2024-11-11 03:49:15
4437;445;;Completed;100;2025-12-03 15:31:50;2026-03-17 15:31:50;4990.0;2026-03-17 15:31:50
16453;878;4458.0;Completed;100;2023-10-31 18:05:12;2023-12-12 18:05:12;6899.0;2023-12-12 18:05:12
5010;1296;1608.0;Completed;-5;2022-08-17 04:57:46;2022-10-03 04:57:46;3373.0;2022-10-03 04:57:46
13619;1399;1093.0;InProgress;26;2024-07-10 12:10:49;2024-08-19 12:10:49;1435.0;
8888;1382;3783.0;Completed;100;2025-09-14 17:02:36;2025-10-15 17:02:36;1899.0;2025-10-15 17:02:36
13338;748;3001.0;InProgress;45;2025-04-01 12:08:36;2025-06-03 12:08:36;2594.0;
660;1181;4466.0;Completed;100;2024-10-28 07:49:01;2024-11-12 07:49:01;;2024-11-12 07:49:01
25788;2142;949.0;NotStarted;0;;;;
23427;1070;3127.0;Completed;100;2022-11-14 01:47:09;2022-12-10 01:47:09;1590.0;2022-12-10 01:47:09
23976;965;3747.0;InProgress;39;2024-03-24 16:08:47;2024-07-01 16:08:47;522.0;
7022;27;1406.0;InProgress;26;2023-05-16 04:35:17;;1717.0;
13748;378;4760.0;Completed;100;2025-03-02 10:50:04;2025-05-20 10:50:04;;2025-05-20 10:50:04
11637;826;4204.0;Completed;100;2023-09-27 07:20:00;2024-01-07 07:20:00;3124.0;2024-01-07 07:20:00
22948;303;2222.0;NotStarted;0;;;;
6883;1262;4140.0;InProgress;63;2023-06-17 23:50:58;2023-07-07 23:50:58;2848.0;
24664;2154;4440.0;Completed;100;2023-07-13 01:57:00;2023-07-27 01:57:00;7122.0;2023-07-27 01:57:00
19052;9530;759.0;InProgress;72;2024-06-21 22:27:36;2024-07-30 22:27:36;2344.0;
4211;2206;4756.0;Completed;100;2024-11-14 13:37:02;2025-02-19 13:37:02;1152.0;2025-02-19 13:37:02
17119;1544;2746.0;InProgress;61;2023-07-30 19:41:40;2023-11-26 19:41:40;;
12141;9455;1918.0;Completed;100;2023-07-17 01:49:09;2023-08-16 01:49:09;2905.0;2023-08-16 01:49:09
11889;1443;4158.0;InProgress;5;2023-03-30 10:31:17;2023-05-12 10:31:17;1171.0;
1930;1348;2455.0;InProgress;59;2024-12-09 23:18:34;2024-12-11 23:18:34;2180.0;
17097;1249;2946.0;NotStarted;0;;;;
20189;1306;4964.0;Completed;100;2022-06-07 08:26:48;;3106.0;2022-06-26 08:26:48
5039;721;823.0;InProgress;26;2024-09-27 22:23:44;2024-12-21 22:23:44;2028.0;
4276;300;3785.0;InProgress;49;2023-04-05 16:40:46;2023-04-23 16:40:46;988.0;
24677;1914;3101.0;InProgress;79;2023-11-17 21:46:46;2024-02-21 21:46:46;3462.0;
12783;1870;4678.0;InProgress;84;2023-01-30 10:47:16;2023-04-21 10:47:16;1772.0;
8561;142;4795.0;Completed;100;2025-06-09 13:56:57;2025-06-13 13:56:57;1786.0;2025-06-13 13:56:57
24229;2197;456.0;Completed;100;2025-10-08 06:15:09;2026-01-20 06:15:09;5508.0;2026-01-20 06:15:09
24925;9760;2773.0;Completed;100;2025-09-01 13:40:35;2025-10-28 13:40:35;5579.0;2025-10-28 13:40:35
5826;1141;3961.0;Completed;100;2026-01-10 18:01:02;2026-01-18 18:01:02;5338.0;2026-01-18 18:01:02
22338;1875;3229.0;Completed;-5;2023-09-03 10:30:59;2023-11-07 10:30:59;2193.0;2023-11-07 10:30:59
2816;1162;36.0;InProgress;6;2022-11-02 18:34:56;2022-12-14 18:34:56;1162.0;
12942;169;3183.0;InProgress;9;2024-04-15 03:46:44;;2143.0;
15750;2035;4732.0;Completed;100;2025-07-29 12:38:15;;3098.0;2025-08-16 12:38:15
18744;2177;1376.0;NotStarted;0;;;;
1078;1721;4363.0;InProgress;30;2022-10-10 12:58:32;2022-10-19 12:58:32;2829.0;
19098;1601;;Completed;100;2022-07-01 22:38:46;2022-07-27 22:38:46;1839.0;2022-07-27 22:38:46
15872;1441;2951.0;Completed;100;2023-02-03 11:22:39;2023-02-08 11:22:39;5442.0;2023-02-08 11:22:39
12456;1718;4091.0;InProgress;20;2023-11-06 02:50:07;2023-11-17 02:50:07;233.0;
1418;367;3499.0;Completed;100;2023-06-14 03:29:15;;1015.0;2023-07-08 03:29:15
20868;2026;;Completed;100;2024-11-15 20:55:14;2025-01-20 20:55:14;2771.0;2025-01-20 20:55:14
24443;1173;3512.0;InProgress;43;2025-11-29 17:07:52;2026-02-23 17:07:52;1885.0;
22478;367;3035.0;InProgress;43;2025-03-11 07:36:44;2025-05-20 07:36:44;2433.0;
24196;1583;4885.0;Completed;100;2024-05-17 17:31:03;2024-09-07 17:31:03;4912.0;2024-09-07 17:31:03
24370;2023;4827.0;InProgress;47;2025-12-29 08:32:19;2026-04-08 08:32:19;2146.0;
3604;210;2100.0;InProgress;22;2025-06-23 17:43:38;2025-10-10 17:43:38;3306.0;
16680;1751;3884.0;NotStarted;0;;;;
14571;342;2684.0;InProgress;52;2025-10-13 12:46:55;2025-11-06 12:46:55;;
5490;1861;816.0;InProgress;46;2026-01-16 01:25:36;2026-01-22 01:25:36;3278.0;
20531;862;2534.0;NotStarted;0;;;;
8608;272;106.0;NotStarted;0;;;;
9088;1107;577.0;Completed;100;2022-09-18 10:32:35;2022-10-18 10:32:35;795.0;2022-10-18 10:32:35
16122;323;1267.0;Completed;100;2022-09-16 02:59:29;2022-10-23 02:59:29;2488.0;2022-10-23 02:59:29
7999;1361;1339.0;Completed;100;2025-08-15 00:58:18;2025-08-31 00:58:18;329.0;2025-08-31 00:58:18
3505;1277;2227.0;Completed;100;2024-12-16 02:22:12;2025-01-08 02:22:12;1513.0;2025-01-08 02:22:12
19553;460;4833.0;Completed;100;2024-02-18 01:17:01;2024-03-08 01:17:01;;2024-03-08 01:17:01
1734;1143;4094.0;NotStarted;0;;;;
14991;1575;214.0;NotStarted;0;;;;
5633;1519;1366.0;Completed;100;2023-09-10 01:12:22;2023-10-21 01:12:22;;2023-10-21 01:12:22
6041;1027;2510.0;Completed;100;2023-11-21 07:42:18;2024-01-06 07:42:18;6048.0;2024-01-06 07:42:18
16321;1575;145.0;InProgress;20;2022-12-20 05:09:00;2023-02-24 05:09:00;130.0;
14453;663;288.0;InProgress;40;2024-04-17 00:25:30;2024-06-19 00:25:30;417.0;
25430;1822;3162.0;InProgress;94;2025-10-12 18:07:09;2025-11-20 18:07:09;3080.0;
5047;900;3620.0;Completed;100;2023-10-01 08:30:24;2023-12-28 08:30:24;6094.0;2023-12-28 08:30:24
15388;1186;279.0;InProgress;46;2025-02-03 11:24:15;2025-04-07 11:24:15;1288.0;
20897;72;4386.0;Completed;100;2024-12-01 13:57:20;2025-03-28 13:57:20;2976.0;2025-03-28 13:57:20
15202;2189;2526.0;Completed;100;2024-10-17 23:17:05;2024-12-27 23:17:05;1728.0;2024-12-27 23:17:05
14273;1602;554.0;NotStarted;0;;;;
6989;452;2088.0;Completed;100;2025-12-18 22:11:49;;1122.0;2025-12-31 22:11:49
1102;1185;4481.0;Completed;100;2023-07-18 02:37:21;2023-08-31 02:37:21;;2023-08-31 02:37:21
1805;390;1478.0;Completed;55;2024-06-07 17:41:29;2024-09-19 17:41:29;1762.0;2024-09-19 17:41:29
2888;1659;1853.0;InProgress;90;2023-04-02 05:24:11;2023-06-02 05:24:11;;
25784;1043;949.0;NotStarted;0;;;;
20958;690;632.0;Completed;100;2025-07-08 13:24:17;;1562.0;2025-07-09 13:24:17
13284;210;1673.0;InProgress;42;2024-02-05 14:25:45;2024-02-28 14:25:45;2250.0;
24248;279;923.0;NotStarted;0;;;;
6832;279;2728.0;NotStarted;0;;;;
18941;1765;3935.0;InProgress;60;2024-04-04 04:30:54;2024-04-25 04:30:54;2598.0;
2042;741;4586.0;Completed;100;2024-10-19 14:38:55;2024-10-20 14:38:55;5811.0;2024-10-20 14:38:55
19867;1434;1589.0;InProgress;82;2025-10-05 18:20:00;2025-12-09 18:20:00;907.0;
21597;1925;4488.0;Completed;100;2022-08-27 06:02:18;2022-09-16 06:02:18;6469.0;2022-09-16 06:02:18
553;1100;4223.0;NotStarted;0;;;;
12981;9;2956.0;Completed;100;2022-09-22 15:36:46;2022-11-24 15:36:46;1970.0;2022-11-24 15:36:46
7507;1569;3940.0;Completed;100;2022-10-30 08:42:29;;743.0;2022-11-01 08:42:29
8588;1718;4306.0;Completed;100;2022-08-10 20:07:45;2022-08-25 20:07:45;448.0;2022-08-25 20:07:45
22540;385;2413.0;Completed;100;2024-01-20 04:00:20;;1955.0;2024-02-15 04:00:20
23737;1553;3975.0;Completed;100;2024-11-24 09:25:42;2025-02-11 09:25:42;1332.0;2025-02-11 09:25:42
9599;1371;2307.0;Completed;100;2025-08-22 23:16:29;2025-11-14 23:16:29;5061.0;2025-11-14 23:16:29
21316;966;4578.0;Completed;101;2023-01-23 01:22:05;2023-04-14 01:22:05;5667.0;2023-04-14 01:22:05
8957;1295;666.0;Completed;95;2025-07-16 01:28:59;2025-08-01 01:28:59;4650.0;2025-08-01 01:28:59
14794;2023;2272.0;Completed;100;2025-11-08 22:22:46;2026-01-03 22:22:46;3556.0;2026-01-03 22:22:46
14371;480;1862.0;Completed;100;2025-03-28 06:07:09;2025-06-01 06:07:09;667.0;2025-06-01 06:07:09
25892;231;2315.0;InProgress;61;2025-03-08 03:02:51;2025-04-16 03:02:51;497.0;
9556;1338;422.0;Completed;100;2024-04-16 12:10:00;2024-06-21 12:10:00;3862.0;2024-06-21 12:10:00
17726;1545;3106.0;Completed;100;2022-07-01 21:18:12;2022-07-26 21:18:12;6173.0;2022-07-26 21:18:12
24536;701;309.0;Completed;100;2024-06-16 00:30:08;2024-07-29 00:30:08;3166.0;2024-07-29 00:30:08
22731;193;3074.0;InProgress;54;2023-08-05 21:18:23;;140.0;
25399;914;32.0;InProgress;54;2022-08-22 02:01:33;2022-11-12 02:01:33;1452.0;
458;1920;4685.0;Completed;100;2025-09-14 20:08:35;2025-12-04 20:08:35;5213.0;2025-12-04 20:08:35
5006;1303;1608.0;Completed;100;2023-04-06 14:43:17;2023-05-07 14:43:17;3677.0;2023-05-07 14:43:17
433;1371;1972.0;InProgress;29;2025-04-20 14:49:04;2025-05-02 14:49:04;3115.0;
26338;1822;2427.0;InProgress;32;2022-10-24 21:16:39;2022-12-26 21:16:39;2780.0;
4955;2194;4656.0;NotStarted;0;;;;
10240;1030;1785.0;InProgress;90;2024-06-24 03:49:01;2024-08-18 03:49:01;995.0;
4238;980;977.0;NotStarted;0;;;;
4063;1765;1448.0;InProgress;74;2024-01-21 00:09:33;2024-02-09 00:09:33;1982.0;
16999;1068;2136.0;Completed;100;2024-09-03 22:47:21;2024-12-26 22:47:21;1430.0;2024-12-26 22:47:21
14259;39;252.0;Completed;100;2022-10-02 05:37:59;2023-01-10 05:37:59;3058.0;2023-01-10 05:37:59
14635;900;1709.0;InProgress;17;2022-12-26 23:27:59;2023-03-02 23:27:59;1509.0;
5641;1958;1366.0;InProgress;37;2023-01-06 13:36:11;2023-04-08 13:36:11;1460.0;
2064;2160;3142.0;Completed;100;2024-06-25 06:40:28;2024-07-03 06:40:28;3278.0;2024-07-03 06:40:28
6413;896;814.0;Completed;100;2023-02-26 00:37:06;2023-03-20 00:37:06;;2023-03-20 00:37:06
18944;812;3935.0;Completed;100;2023-12-20 18:13:36;2024-03-06 18:13:36;4862.0;2024-03-06 18:13:36
20144;1555;4115.0;Completed;100;2024-07-06 19:35:54;2024-08-07 19:35:54;4507.0;2024-08-07 19:35:54
2167;948;1024.0;Completed;54;2025-11-09 13:59:14;;1818.0;2025-12-05 13:59:14
6728;1055;4505.0;InProgress;84;2024-03-25 22:12:09;2024-05-22 22:12:09;758.0;
14029;1611;1997.0;InProgress;16;2024-03-02 14:30:15;2024-03-30 14:30:15;552.0;
3648;1049;4338.0;Completed;100;2023-10-18 17:56:46;2023-11-14 17:56:46;6137.0;2023-11-14 17:56:46
23914;2051;;NotStarted;0;;;;
8432;953;;Completed;100;2022-11-11 08:31:35;2022-12-18 08:31:35;3260.0;2022-12-18 08:31:35
4111;1850;4155.0;Completed;100;2022-12-04 21:06:28;2023-02-04 21:06:28;4284.0;2023-02-04 21:06:28
26300;696;2982.0;Completed;100;2024-12-21 03:21:36;2025-03-31 03:21:36;3445.0;2025-03-31 03:21:36
18024;1311;3556.0;InProgress;80;2024-11-14 13:01:50;2025-02-08 13:01:50;3549.0;
25955;547;4103.0;Completed;100;2024-02-26 12:43:36;;473.0;2024-02-29 12:43:36
27018;2163;1490.0;NotStarted;101;;;;
20328;1454;2004.0;InProgress;22;2025-06-07 12:19:56;2025-06-14 12:19:56;3361.0;
15081;1052;1234.0;InProgress;83;2024-01-19 22:43:51;2024-04-06 22:43:51;1998.0;
21346;754;1586.0;InProgress;65;2024-03-24 18:55:17;2024-07-18 18:55:17;2322.0;
7835;87;4156.0;InProgress;73;2024-10-26 04:01:53;2025-01-29 04:01:53;2997.0;
9023;1293;1395.0;Completed;100;2023-10-15 09:58:36;2023-12-25 09:58:36;1012.0;2023-12-25 09:58:36
15110;2061;;Completed;100;2023-07-22 08:22:39;2023-10-20 08:22:39;5151.0;2023-10-20 08:22:39
23663;690;712.0;Completed;100;2024-04-14 04:43:45;;4318.0;2024-04-16 04:43:45
13639;505;2652.0;Completed;100;2023-08-13 22:48:51;2023-11-27 22:48:51;5414.0;2023-11-27 22:48:51
