Id;QuizId;StudentId;AttemptNumber;StartedAt;SubmittedAt;Score;MaxScore;ScorePercent;Status;IsGraded;GradedById;GradedAt;TimeSpentSeconds
8773;1142;1574;1;2026-01-02 10:25:01;2026-01-02 11:36:25;3.9;20;19.5;Completed;1;4.0;;4284.0
9771;1036;4656;2;2025-08-25 15:24:58;;;25;;InProgress;0;;;339.0
3907;1314;4453;1;2025-10-04 06:11:38;2025-10-04 06:54:43;2.8;50;5.6;Completed;1;;;2585.0
3556;1841;4945;1;2025-01-17 19:31:03;2025-01-17 19:50:14;13.8;50;27.6;Completed;0;;2025-01-18 15:50:14;1151.0
9610;632;2662;1;2022-11-05 13:08:56;2022-11-05 13:21:27;9.4;10;94.0;Completed;1;5.0;2022-11-06 13:21:27;751.0
826;785;3731;1;2024-11-08 05:44:18;2024-11-08 06:01:39;150.0;100;150.0;Completed;1;10.0;2024-11-09 22:01:39;1041.0
4350;632;778;1;2024-07-23 17:36:57;;;10;;InProgress;0;13.0;;645.0
9201;1916;2090;2;2025-11-04 02:13:35;2025-11-04 02:37:13;17.3;20;86.5;Completed;1;;2025-11-05 04:37:13;1418.0
6397;1344;869;1;2026-01-19 22:25:27;2026-01-19 22:28:29;41.7;50;83.4;Completed;0;;2026-01-20 00:28:29;182.0
9856;1675;3069;1;2023-11-11 16:48:46;2023-11-11 17:27:47;;25;;InProgress;0;6.0;2023-11-12 05:27:47;2341.0
9386;1885;2512;1;2025-03-10 22:51:42;2025-03-10 23:03:25;;100;;InProgress;0;12.0;2025-03-12 23:03:25;
6427;222;4884;1;2023-03-23 03:23:50;2023-03-23 03:26:30;39.8;50;79.6;Completed;1;15.0;;160.0
21;1164;2440;2;2024-06-13 21:32:31;2024-06-13 21:51:36;;100;;InProgress;0;;2024-06-15 21:51:36;1145.0
3688;1936;4091;2;2026-01-03 07:37:24;;;25;;InProgress;0;;;931.0
10715;1225;1786;1;2025-06-05 15:20:56;2025-06-05 16:04:49;53.4;100;53.4;Completed;1;2.0;;2633.0
3445;510;1366;2;2024-08-17 21:16:19;2024-08-17 21:37:33;1.2;50;2.4;Completed;0;4.0;2024-08-19 04:37:33;1274.0
5726;559;432;1;2025-11-19 18:14:35;2025-11-19 18:38:57;1.2;25;4.8;Completed;1;1.0;;1462.0
6487;446;2126;2;2024-10-13 10:46:02;;;100;;InProgress;0;11.0;;1960.0
8820;1912;3771;3;2024-09-13 12:02:33;2024-09-13 12:32:20;;100;;Abandoned;0;11.0;;1787.0
9069;1505;42;1;2022-07-11 10:38:29;2022-07-11 10:54:44;70.0;100;70.0;Completed;1;11.0;;975.0
7187;422;400;1;2024-03-22 01:37:12;;;100;;InProgress;0;;;2081.0
10940;1858;785;2;2023-04-19 15:27:09;2023-04-19 15:33:05;26.0;50;52.0;Completed;0;14.0;;356.0
5311;1719;3469;1;2025-02-04 08:50:39;;;50;;InProgress;0;;;733.0
5014;126;4634;1;2024-02-20 23:21:22;2024-02-20 23:54:35;14.6;25;58.4;Completed;0;7.0;2024-02-21 04:54:35;1993.0
9802;32;806;3;2024-01-05 12:30:50;2024-01-05 13:22:05;36.9;50;73.8;Completed;1;;;3075.0
7567;1685;4803;1;2022-11-24 00:06:44;2022-11-24 00:11:11;1.6;10;16.0;Completed;1;2.0;;267.0
7936;1912;2602;1;2025-04-20 17:44:01;2025-04-20 18:28:15;;100;;InProgress;0;13.0;2025-04-21 11:28:15;2654.0
1479;2047;3758;1;2025-12-15 12:13:22;2025-12-15 12:14:58;;50;;Abandoned;0;1.0;2025-12-15 20:14:58;
1130;1945;712;3;2022-07-26 19:17:51;2022-07-26 20:43:56;;20;;InProgress;0;6.0;;5165.0
7790;1685;3096;3;2022-09-04 09:13:41;2022-09-04 10:03:23;1.2;10;12.0;Completed;0;4.0;;
2269;802;3413;1;2025-09-10 02:45:52;2025-09-10 02:59:47;;25;;InProgress;0;6.0;2025-09-11 22:59:47;835.0
6102;1927;2814;1;2023-01-05 04:05:08;2023-01-05 04:11:15;5.8;10;58.0;Completed;1;;2023-01-05 10:11:15;367.0
272;1789;1202;2;2025-12-19 21:58:00;2025-12-19 23:16:46;2.1;10;21.0;Completed;1;10.0;;4726.0
8693;176;3213;2;2022-12-14 22:14:49;2022-12-14 22:26:50;9.1;10;91.0;Completed;1;9.0;;721.0
3870;610;1787;1;2026-01-29 11:05:40;2026-01-29 11:11:50;;100;;InProgress;0;14.0;;370.0
2544;795;3660;1;2025-11-16 18:59:57;2025-11-16 19:43:12;17.7;20;88.5;Completed;1;7.0;2025-11-17 00:43:12;2595.0
3532;1021;4972;2;2023-01-22 20:18:00;2023-01-22 20:31:18;;20;;InProgress;0;;;798.0
6286;1175;634;1;2023-06-29 01:40:31;2023-06-29 01:59:30;16.7;20;83.5;Completed;0;;;1139.0
10964;1589;3438;1;2025-06-27 14:12:20;2025-06-27 14:36:22;14.0;20;70.0;Completed;1;;2025-06-27 15:36:22;1442.0
7843;138;71;2;2023-08-25 09:48:15;2023-08-25 10:20:46;41.1;100;41.1;Completed;1;12.0;2023-08-25 18:20:46;1951.0
10569;1514;4010;1;2022-12-20 15:05:22;2022-12-20 15:15:05;;25;;Abandoned;0;1.0;2022-12-21 17:15:05;583.0
7831;1772;3886;1;2023-10-12 17:27:35;2023-10-12 17:28:36;;20;;InProgress;0;12.0;;61.0
1932;708;3247;1;2025-03-11 03:45:31;2025-03-11 03:52:45;;20;;Abandoned;0;;;434.0
4630;1289;4862;1;2024-06-16 11:39:12;2024-06-16 11:54:22;;25;;Abandoned;0;;2024-06-17 00:54:22;
7942;727;3764;2;2025-10-04 02:58:24;2025-10-04 03:23:35;;25;;Abandoned;0;;;1511.0
2784;53;3839;1;2022-06-17 18:03:03;2022-06-17 18:41:34;12.8;20;64.0;Completed;0;;2022-06-17 21:41:34;2311.0
8810;196;2910;2;2023-03-07 20:40:11;2023-03-07 20:45:39;;25;;InProgress;0;13.0;2023-03-08 14:45:39;328.0
340;524;1475;1;2025-02-21 22:25:39;2025-02-21 22:44:17;;10;;InProgress;0;1.0;;1118.0
1772;222;4971;1;2024-03-20 23:38:07;2024-03-20 23:48:14;;50;;InProgress;0;15.0;2024-03-22 11:48:14;607.0
5858;410;3364;1;2024-12-16 12:46:47;2024-12-16 12:50:36;;20;;Abandoned;0;12.0;2024-12-18 04:50:36;229.0
6871;1864;1150;2;2023-12-29 08:56:25;2023-12-29 09:16:03;4.0;100;4.0;Completed;0;7.0;2023-12-29 19:16:03;1178.0
10983;785;840;1;2022-11-13 03:13:13;2022-11-13 03:35:41;81.7;100;81.7;Completed;1;12.0;;1348.0
8161;1590;3817;2;2022-09-21 20:43:26;2022-09-21 20:57:24;13.4;20;67.0;Completed;1;4.0;2022-09-23 18:57:24;838.0
6884;1936;638;2;2024-07-10 16:32:49;2024-07-10 16:44:50;;25;;InProgress;0;5.0;;721.0
3542;576;118;2;2025-02-22 09:02:35;;;25;;InProgress;0;5.0;;779.0
9348;846;3001;2;2025-04-18 19:23:36;2025-04-18 19:49:08;;10;;InProgress;0;7.0;;1532.0
8914;1656;2716;2;2022-12-13 20:03:28;2022-12-13 20:16:31;8.9;10;89.0;Completed;0;;;783.0
1644;2079;651;1;2023-04-19 03:05:03;;;20;;InProgress;0;1.0;;1163.0
3196;410;2663;1;2025-05-01 19:41:32;2025-05-01 19:58:10;10.8;20;54.0;Completed;0;11.0;2025-05-02 17:58:10;998.0
4511;1080;2989;1;2024-03-03 04:02:18;2024-03-03 04:10:20;81.1;100;81.1;Completed;0;9.0;2024-03-04 07:10:20;482.0
3212;1164;2917;1;2023-12-18 19:17:10;2023-12-18 19:18:35;;100;;Abandoned;0;4.0;2023-12-19 10:18:35;85.0
2109;411;3465;3;2025-11-16 07:30:51;;;20;;InProgress;0;10.0;;478.0
5376;1371;1275;1;2024-12-22 00:17:53;2024-12-22 00:40:53;;50;;InProgress;0;;2024-12-23 19:40:53;1380.0
5785;535;3333;2;2026-01-23 18:45:57;2026-01-23 19:35:40;11.7;25;46.8;Completed;1;13.0;;2983.0
10509;389;2250;1;2023-04-09 04:27:12;2023-04-09 05:22:17;;100;;InProgress;0;15.0;2023-04-09 18:22:17;3305.0
10583;817;77;2;2024-07-31 19:26:49;2024-07-31 19:58:26;14.3;50;28.6;Completed;1;;;1897.0
1657;448;2880;2;2023-10-08 02:06:20;2023-10-08 02:14:19;27.4;100;27.4;Completed;1;5.0;2023-10-09 22:14:19;479.0
2966;296;4464;1;2023-11-12 18:07:53;2023-11-12 18:30:11;63.5;100;63.5;Completed;1;5.0;2023-11-14 09:30:11;1338.0
5849;1150;356;1;2025-02-03 08:22:48;2025-02-03 08:42:38;;50;;InProgress;0;;;1190.0
1839;1508;1885;1;2023-04-27 17:35:36;2023-04-27 18:21:31;;50;;InProgress;0;6.0;2023-04-28 02:21:31;2755.0
3557;1841;4945;2;2022-09-30 10:59:25;2022-09-30 11:10:48;31.2;50;62.4;Completed;0;;2022-10-01 09:10:48;683.0
9373;446;4772;1;2022-12-31 06:39:26;2022-12-31 07:25:20;;100;;InProgress;0;;;2754.0
5752;337;3492;2;2022-08-30 20:40:56;2022-08-30 21:18:11;7.4;10;74.0;Completed;1;;;2235.0
3900;1945;2720;2;2023-04-20 14:11:24;2023-04-20 14:44:05;7.0;20;35.0;Completed;0;;;1961.0
9863;351;983;3;2024-02-15 14:54:40;2024-02-15 15:10:41;;50;;Abandoned;0;;2024-02-17 15:10:41;961.0
6007;2141;1865;1;2025-07-20 16:43:03;2025-07-20 17:12:40;;10;;InProgress;0;14.0;;1777.0
7369;286;1270;2;2025-10-24 20:58:22;2025-10-24 21:57:13;96.6;100;96.6;Completed;0;;2025-10-26 12:57:13;3531.0
10245;1864;1185;3;2023-06-21 15:12:58;2023-06-21 15:24:30;24.8;100;24.8;Completed;1;3.0;;692.0
1717;311;1505;1;2024-04-12 20:55:22;2024-04-12 20:57:41;;10;;Abandoned;0;1.0;2024-04-13 11:57:41;139.0
952;1811;1965;2;2023-09-19 00:14:58;2023-09-19 00:21:01;6.5;20;32.5;Completed;0;4.0;;363.0
485;1079;1613;1;2024-04-20 10:35:17;2024-04-20 10:59:42;;10;;Abandoned;0;13.0;;1465.0
2261;670;1980;1;2023-04-18 10:50:17;2023-04-18 11:29:53;;100;;InProgress;0;4.0;;2376.0
5702;1008;3590;1;2025-07-31 19:34:02;2025-07-31 19:38:53;3.5;10;35.0;Completed;1;;2025-08-02 13:38:53;291.0
8487;2192;1867;1;2023-03-28 13:20:21;2023-03-28 13:25:53;;20;;Abandoned;0;11.0;;332.0
10600;1546;927;2;2023-08-03 21:12:20;2023-08-03 22:14:31;;10;;Abandoned;0;;2023-08-04 03:14:31;3731.0
3293;327;863;1;2023-03-19 22:59:35;2023-03-19 23:30:26;11.0;25;44.0;Completed;0;1.0;;
4370;1665;2026;1;2023-06-10 10:01:21;2023-06-10 10:16:53;4.1;10;41.0;Completed;0;11.0;;932.0
10356;1972;2656;1;2025-10-18 03:34:52;2025-10-18 04:38:29;;100;;Abandoned;0;1.0;;3817.0
3504;11;1319;3;2022-10-28 02:23:07;2022-10-28 03:37:02;12.1;50;24.2;Completed;1;5.0;2022-10-28 23:37:02;4435.0
4522;510;2989;3;2023-09-27 10:18:32;2023-09-27 11:01:21;48.3;50;96.6;Completed;1;11.0;;2569.0
10122;1607;3518;1;2025-11-09 19:15:50;2025-11-09 19:52:18;19.8;20;99.0;Completed;1;15.0;;2188.0
31;1042;636;2;2024-02-25 18:58:16;2024-02-25 19:38:08;19.3;20;96.5;Completed;1;11.0;2024-02-26 04:38:08;2392.0
1511;535;3052;3;2023-11-16 00:11:27;2023-11-16 00:22:38;;25;;InProgress;0;5.0;2023-11-16 11:22:38;671.0
2132;1239;288;1;2024-10-31 00:13:59;2024-10-31 01:03:09;41.1;100;41.1;Completed;1;;;2950.0
2868;222;4873;1;2024-06-19 06:19:00;2024-06-19 06:36:08;;50;;InProgress;0;;2024-06-20 07:36:08;1028.0
7586;1546;4729;2;2023-06-28 03:09:08;2023-06-28 03:21:08;;10;;InProgress;0;;2023-06-29 04:21:08;720.0
9035;636;1933;3;2024-11-14 17:02:28;2024-11-14 17:03:35;6.6;10;66.0;Completed;1;;2024-11-16 06:03:35;67.0
9425;1719;4914;2;2025-07-27 03:12:47;2025-07-27 03:30:32;18.6;50;37.2;Completed;0;;;1065.0
7044;1607;566;3;2025-12-14 02:19:44;2025-12-14 02:28:27;;20;;Abandoned;0;5.0;;523.0
971;1070;4564;3;2022-12-23 20:33:54;2022-12-23 20:52:55;1.3;25;5.2;Completed;1;;2022-12-24 18:52:55;1141.0
7855;1841;71;1;2023-12-29 19:39:20;2023-12-29 19:54:20;;50;;InProgress;0;1.0;2023-12-30 00:54:20;
5425;311;4766;2;2025-09-08 07:02:22;;;10;;InProgress;0;;;1424.0
7344;1590;2298;1;2025-01-20 23:15:02;2025-01-20 23:32:24;;20;;Abandoned;0;7.0;2025-01-21 03:32:24;1042.0
460;1590;913;1;2024-02-18 11:42:30;2024-02-18 12:06:01;;20;;InProgress;0;2.0;2024-02-19 05:06:01;1411.0
4808;84;1360;1;2025-04-16 21:54:30;2025-04-16 22:14:24;28.7;50;57.4;Completed;1;1.0;2025-04-18 06:14:24;1194.0
9481;1048;2104;1;2023-07-15 00:36:51;;;25;;InProgress;0;;;1317.0
2399;1891;2955;2;2022-11-14 01:49:26;2022-11-14 02:53:43;;25;;Abandoned;0;12.0;2022-11-16 00:53:43;3857.0
6181;1151;4968;1;2024-02-20 12:19:18;2024-02-20 12:20:22;;25;;Abandoned;0;;;64.0
5250;846;1971;2;2025-11-23 09:38:20;2025-11-23 10:40:10;;10;;Abandoned;0;;;3710.0
4343;657;778;2;2025-10-17 22:57:21;2025-10-18 00:31:39;;25;;InProgress;0;11.0;;5658.0
10791;2047;4430;1;2024-06-17 16:58:54;2024-06-17 17:10:36;36.4;50;72.8;Completed;0;2.0;;702.0
6750;1264;1374;1;2025-08-27 20:15:51;2025-08-27 20:34:15;4.5;10;45.0;Completed;0;3.0;2025-08-29 14:34:15;1104.0
6723;632;130;2;2025-04-23 20:47:06;2025-04-23 21:16:30;1.4;10;14.0;Completed;0;;;1764.0
4635;1239;4862;1;2023-03-25 04:15:49;2023-03-25 04:18:57;12.7;100;12.7;Completed;0;;2023-03-26 16:18:57;188.0
10350;871;3777;1;2024-04-29 00:58:47;2024-04-29 02:15:43;23.2;100;23.2;Completed;1;9.0;2024-04-30 23:15:43;4616.0
5572;411;4707;2;2025-04-03 09:34:34;2025-04-03 09:58:46;12.3;20;61.5;Completed;0;;2025-04-03 20:58:46;1452.0
3036;1570;4226;1;2024-03-31 16:53:35;2024-03-31 17:16:21;;100;;InProgress;0;1.0;2024-04-01 02:16:21;1366.0
9943;846;1297;2;2024-06-23 14:32:41;2024-06-23 15:35:50;3.5;10;35.0;Completed;1;;;3789.0
10289;1036;3123;1;2025-05-08 03:41:42;2025-05-08 04:35:55;24.0;25;96.0;Completed;1;;2025-05-08 18:35:55;3253.0
4090;1719;3195;2;2023-09-14 00:50:42;2023-09-14 01:12:38;;50;;Abandoned;0;9.0;;1316.0
5935;1916;3896;2;2022-12-26 20:43:17;2022-12-26 21:03:29;1.3;20;6.5;Completed;1;;;1212.0
4338;1021;4426;2;2025-02-09 20:22:12;;;20;;InProgress;0;;;4818.0
89;1888;2945;1;2024-02-19 16:16:07;2024-02-19 16:32:28;1.8;25;7.2;Completed;0;;;981.0
6148;752;4727;2;2025-04-08 06:27:01;2025-04-08 06:32:24;-3.7;-5;74.0;Completed;0;13.0;2025-04-08 11:32:24;323.0
3881;1508;871;1;2024-03-28 18:46:40;2024-03-28 19:01:20;;50;;Abandoned;0;11.0;2024-03-28 21:01:20;880.0
6472;708;2331;1;2022-09-25 01:25:27;;;20;;InProgress;0;12.0;;1368.0
3950;1089;2199;1;2024-01-23 13:33:44;2024-01-23 13:47:43;;25;;InProgress;0;9.0;;839.0
9572;1665;2625;1;2023-03-07 17:07:23;;;10;;InProgress;0;;;2231.0
9550;1984;4830;1;2024-09-21 10:14:39;2024-09-21 10:58:06;20.4;25;81.6;Completed;0;9.0;2024-09-22 21:58:06;2607.0
6287;577;634;1;2022-08-16 17:42:28;;;20;;InProgress;0;;;345.0
6127;1912;2139;1;2025-12-10 09:24:14;2025-12-10 09:40:53;;100;;Abandoned;0;;2025-12-11 22:40:53;999.0
7784;1938;3096;3;2024-05-04 11:03:25;2024-05-04 11:16:41;1.8;10;18.0;Completed;1;15.0;2024-05-05 06:16:41;796.0
1072;795;3365;1;2023-11-29 04:42:43;;;20;;InProgress;0;1.0;;1552.0
6156;1589;4727;1;2024-02-04 14:55:59;2024-02-04 15:10:51;;20;;Abandoned;0;;2024-02-04 18:10:51;
8650;524;1354;1;2023-05-31 00:54:41;2023-05-31 00:58:51;;10;;InProgress;0;8.0;;250.0
5247;143;1971;1;2024-10-03 01:25:10;2024-10-03 01:51:35;;50;;Abandoned;0;10.0;2024-10-04 02:51:35;1585.0
2482;1239;2351;1;2023-01-11 15:55:29;2023-01-11 16:38:11;61.1;100;61.1;Completed;1;;2023-01-12 09:38:11;2562.0
533;1864;2756;2;2024-07-31 10:26:01;2024-07-31 10:29:40;;100;;Abandoned;0;;2024-08-02 02:29:40;219.0
10093;126;2491;1;2025-04-22 19:58:22;2025-04-22 20:06:55;22.7;25;90.8;Completed;1;8.0;;513.0
7783;1938;3096;2;2022-06-17 04:59:10;2022-06-17 05:15:31;7.8;10;78.0;Completed;0;;2022-06-18 06:15:31;981.0
5581;1499;2556;2;2023-01-08 13:35:17;2023-01-08 13:43:53;;25;;InProgress;0;6.0;2023-01-10 06:43:53;516.0
109;1858;2859;2;2025-06-21 02:41:01;2025-06-21 02:49:18;48.7;50;97.4;Completed;1;;2025-06-22 07:49:18;497.0
5134;1489;1307;1;2025-02-23 22:15:46;2025-02-23 22:28:02;4.2;20;21.0;Completed;0;;2025-02-24 05:28:02;
4127;1772;4110;1;2023-05-02 04:08:25;2023-05-02 04:10:16;;20;;InProgress;0;4.0;2023-05-02 15:10:16;111.0
4448;687;4679;1;2024-10-27 07:45:35;2024-10-27 08:22:56;11.9;25;47.6;Completed;1;;2024-10-27 15:22:56;2241.0
7650;351;2357;1;2025-05-09 23:01:03;2025-05-09 23:11:44;;50;;InProgress;0;;2025-05-10 12:11:44;641.0
6033;1079;3253;3;2024-04-17 08:26:46;2024-04-17 08:42:01;;10;;InProgress;0;;2024-04-17 09:42:01;915.0
3944;1036;1542;2;2023-12-18 09:52:11;2023-12-18 10:25:58;7.7;25;30.8;Completed;1;4.0;2023-12-19 02:25:58;
10322;1500;1299;1;2025-09-30 15:19:40;2025-09-30 16:19:05;29.6;50;59.2;Completed;1;5.0;;3565.0
5295;2079;4708;2;2022-06-12 04:24:59;2022-06-12 05:10:25;19.7;20;98.5;Completed;1;;2022-06-13 06:10:25;2726.0
5270;1042;3955;3;2023-06-29 17:56:48;2023-06-29 18:21:16;;20;;Abandoned;0;9.0;;1468.0
10867;11;1976;1;2025-09-18 16:45:18;2025-09-18 18:11:21;13.5;50;27.0;Completed;1;;;5163.0
699;1246;2270;1;2023-02-20 09:31:21;2023-02-20 09:48:52;33.7;50;67.4;Completed;0;;2023-02-22 04:48:52;1051.0
1518;311;404;1;2023-04-22 10:28:11;;;10;;InProgress;0;11.0;;1907.0
6025;745;155;1;2024-06-06 09:28:48;2024-06-06 09:30:10;9.1;10;91.0;Completed;1;10.0;2024-06-06 17:30:10;82.0
6097;871;2814;3;2025-05-16 21:54:46;2025-05-16 23:16:44;;100;;Abandoned;0;3.0;;4918.0
3774;934;4648;1;2024-11-27 08:40:10;2024-11-27 08:52:08;;50;;InProgress;0;15.0;2024-11-27 15:52:08;718.0
9773;1264;4656;2;2024-01-14 15:15:44;2024-01-14 16:00:49;;10;;InProgress;0;8.0;;2705.0
2692;1916;719;2;2023-06-02 06:53:34;2023-06-02 07:04:23;20.0;20;100.0;Completed;0;12.0;2023-06-02 20:04:23;649.0
8839;410;1555;2;2025-01-31 08:56:12;2025-01-31 09:10:00;7.9;20;39.5;Completed;0;14.0;2025-01-31 10:10:00;828.0
6367;2124;284;3;2025-07-22 22:33:39;2025-07-22 23:03:51;8.6;10;86.0;Completed;1;5.0;;1812.0
5252;1659;1971;2;2023-06-27 05:59:54;2023-06-27 06:08:42;13.2;25;52.8;Completed;1;13.0;2023-06-27 22:08:42;528.0
5842;1150;4661;2;2022-12-19 02:13:51;2022-12-19 02:28:34;;50;;InProgress;0;13.0;;883.0
7886;1864;2421;2;2024-06-05 10:59:26;2024-06-05 11:33:51;77.5;100;77.5;Completed;1;9.0;2024-06-06 20:33:51;2065.0
2596;410;4726;2;2024-08-04 05:31:45;2024-08-04 06:03:32;1.9;20;9.5;Completed;0;;2024-08-06 02:03:32;1907.0
10454;789;2169;1;2023-08-08 01:42:38;2023-08-08 02:33:48;25.3;50;50.6;Completed;1;;2023-08-09 23:33:48;3070.0
4825;1089;3248;1;2024-03-24 07:33:48;;;25;;InProgress;0;;;1163.0
6951;1891;553;1;2023-09-18 07:59:26;2023-09-18 08:40:41;16.5;25;66.0;Completed;1;;;2475.0
7303;410;236;2;2023-01-24 02:20:52;2023-01-24 02:36:57;8.6;20;43.0;Completed;0;;;965.0
8283;1331;3655;1;2024-08-29 03:44:21;2024-08-29 04:20:22;23.1;50;46.2;Completed;1;6.0;;2161.0
10320;2079;1299;1;2023-11-06 02:34:19;2023-11-06 03:51:40;17.7;20;88.5;Completed;1;;2023-11-06 10:51:40;4641.0
5032;2155;357;2;2023-11-02 09:33:27;2023-11-02 09:47:24;77.4;100;77.4;Completed;0;13.0;;837.0
6743;350;3739;1;2023-03-18 02:45:26;2023-03-18 02:56:09;;10;;Abandoned;0;1.0;2023-03-18 16:56:09;643.0
6855;549;3427;1;2022-10-19 11:18:24;2022-10-19 11:30:09;;10;;Abandoned;0;12.0;;705.0
8543;1080;4386;1;2025-03-26 15:00:43;2025-03-26 15:08:07;72.9;100;72.9;Completed;0;1.0;;444.0
1037;1732;3160;1;2022-11-29 23:17:17;2022-11-29 23:22:06;-3.6;-5;72.0;Completed;0;11.0;2022-12-01 05:22:06;289.0
5442;795;215;2;2023-06-15 10:07:15;2023-06-15 10:41:31;;20;;Abandoned;0;;2023-06-17 10:41:31;2056.0
8368;620;1134;1;2024-05-10 01:31:13;2024-05-10 02:37:56;95.6;100;95.6;Completed;0;4.0;;4003.0
6907;389;164;1;2024-07-12 03:53:12;2024-07-12 04:43:29;81.1;100;81.1;Completed;0;7.0;;3017.0
11114;2200;9661;1;2024-05-01 00:00:00;;;20;;InProgress;0;;;
5832;337;2272;1;2024-11-29 11:00:51;2024-11-29 11:37:06;5.3;10;53.0;Completed;1;;;2175.0
10929;122;4057;2;2023-09-27 17:27:30;;;25;;InProgress;0;8.0;;413.0
4879;176;671;1;2022-09-20 05:07:22;2022-09-20 05:39:50;4.7;10;47.0;Completed;1;2.0;;1948.0
10069;1858;573;1;2023-09-13 14:35:27;2023-09-13 14:41:39;45.2;50;90.4;Completed;0;15.0;2023-09-15 01:41:39;372.0
5764;795;159;2;2023-03-20 00:27:54;;;20;;InProgress;0;2.0;;1041.0
1068;1984;3441;1;2024-11-03 14:19:43;2024-11-03 15:18:01;13.4;25;53.6;Completed;1;5.0;2024-11-05 02:18:01;3498.0
7515;893;2251;3;2025-08-02 03:16:16;2025-08-02 03:31:37;;10;;InProgress;0;9.0;;921.0
5806;1239;2764;1;2023-02-15 17:11:26;2023-02-15 17:21:33;;100;;Abandoned;0;;;607.0
3273;1916;3060;1;2022-11-11 21:58:38;2022-11-11 22:19:56;13.5;20;67.5;Completed;1;;2022-11-12 21:19:56;1278.0
2382;176;302;1;2024-08-04 10:34:11;2024-08-04 10:48:40;1.1;10;11.0;Completed;1;14.0;2024-08-04 21:48:40;869.0
822;1885;4620;2;2024-09-20 03:39:47;2024-09-20 03:42:30;36.4;100;36.4;Completed;1;4.0;;163.0
253;587;116;2;2023-05-22 12:37:26;2023-05-22 12:50:58;;20;;InProgress;0;15.0;;812.0
1334;1048;3973;2;2025-07-19 07:15:05;2025-07-19 07:55:00;13.7;25;54.8;Completed;0;;;2395.0
9396;446;2512;2;2024-08-18 16:11:48;2024-08-18 16:19:59;;100;;Abandoned;0;;2024-08-20 02:19:59;491.0
10708;565;4785;1;2023-01-07 15:01:08;2023-01-07 15:12:21;;10;;InProgress;0;;;
9068;1115;42;1;2022-07-11 20:42:49;2022-07-11 21:16:23;;10;;Abandoned;0;8.0;2022-07-13 02:16:23;2014.0
1050;999;3542;2;2025-07-13 18:23:57;2025-07-13 18:31:07;;10;;InProgress;0;;;
4791;785;2561;1;2023-08-16 16:55:29;2023-08-16 16:58:33;70.9;100;70.9;Completed;1;1.0;;184.0
1296;905;2405;1;2023-07-09 20:49:04;2023-07-09 21:19:23;;10;;Abandoned;0;15.0;2023-07-11 03:19:23;1819.0
8657;410;416;3;2022-07-14 07:26:49;;;20;;InProgress;0;;;97.0
2658;1115;4583;1;2024-10-06 11:55:28;2024-10-06 11:56:42;9.2;10;92.0;Completed;0;;2024-10-07 03:56:42;74.0
4488;1890;3552;1;2025-09-22 15:15:59;2025-09-22 15:23:47;36.4;50;72.8;Completed;1;;;468.0
10707;1190;3429;2;2025-11-20 11:20:23;2025-11-20 11:43:51;8.1;10;81.0;Completed;0;9.0;;1408.0
1365;422;10;1;2022-08-25 11:30:24;;;100;;InProgress;0;8.0;;1931.0
6804;2079;253;1;2023-01-06 21:01:12;2023-01-06 21:51:50;;20;;Abandoned;0;10.0;2023-01-08 14:51:50;3038.0
9862;351;983;2;2022-09-12 22:16:33;2022-09-12 22:26:35;4.4;50;8.8;Completed;0;;2022-09-14 04:26:35;602.0
1823;87;2125;2;2023-06-10 08:52:30;2023-06-10 09:07:36;;25;;InProgress;0;9.0;2023-06-10 13:07:36;906.0
8419;87;1107;1;2023-11-23 00:28:49;2023-11-23 00:45:18;23.0;25;92.0;Completed;1;7.0;2023-11-24 02:45:18;989.0
8297;43;1510;1;2023-08-29 06:25:03;2023-08-29 06:39:12;;100;;InProgress;0;12.0;2023-08-29 16:39:12;849.0
1827;657;2125;1;2024-12-15 09:09:55;2024-12-15 10:28:39;2.4;25;9.6;Completed;1;10.0;;4724.0
6678;982;229;1;2025-01-10 23:31:49;2025-01-10 23:56:50;59.4;100;59.4;Completed;1;3.0;;1501.0
10863;1015;477;1;2024-12-03 18:29:33;2024-12-03 18:30:56;23.5;25;94.0;Completed;0;1.0;;83.0
8301;1997;3116;1;2024-01-30 15:57:35;2024-01-30 16:24:31;74.2;100;74.2;Completed;1;4.0;;1616.0
2814;1499;1012;1;2023-11-25 05:05:14;2023-11-25 05:25:10;9.6;25;38.4;Completed;1;4.0;2023-11-25 23:25:10;1196.0
7016;2124;2122;1;2024-05-22 16:44:00;2024-05-22 17:07:46;;10;;InProgress;0;5.0;;1426.0
144;1463;2669;1;2022-12-11 19:41:09;2022-12-11 19:58:23;10.6;20;53.0;Completed;1;;;1034.0
10712;1546;4785;1;2023-09-30 20:46:07;2023-09-30 21:37:32;1.1;10;11.0;Completed;1;;2023-10-01 20:37:32;3085.0
4305;1505;2044;1;2025-08-16 15:15:02;2025-08-16 15:25:05;;100;;InProgress;0;8.0;;603.0
6318;1398;441;1;2023-10-08 10:20:19;2023-10-08 10:59:15;24.4;100;24.4;Completed;1;8.0;;2336.0
10901;1993;2176;1;2023-04-24 21:54:29;2023-04-24 22:15:36;;50;;Abandoned;0;;2023-04-25 20:15:36;1267.0
701;559;2270;2;2024-12-18 18:14:11;2024-12-18 18:22:06;;25;;Abandoned;0;;;475.0
6453;1499;3330;3;2024-02-27 03:34:57;;;25;;InProgress;0;;;1382.0
