StudentId,QuestionType,Answered,CorrectCount,CorrectRate
2385,MCQ,4,2.0,0.5
2385,ShortAnswer,2,2.0,1.0
2385,TrueFalse,3,3.0,1.0
2387,MCQ,21,5.0,0.238
2387,ShortAnswer,14,7.0,0.5
2387,TrueFalse,2,1.0,0.5
2389,MCQ,56,15.0,0.268
2389,ShortAnswer,11,4.0,0.364
2389,TrueFalse,15,7.0,0.467
2391,MCQ,47,12.0,0.255
2391,ShortAnswer,11,5.0,0.455
2391,TrueFalse,25,12.0,0.48
2397,MCQ,24,7.0,0.292
2397,ShortAnswer,4,2.0,0.5
2397,TrueFalse,7,5.0,0.714
2399,MCQ,68,14.0,0.206
2399,ShortAnswer,14,8.0,0.571
2399,TrueFalse,16,8.0,0.5
2401,MCQ,15,5.0,0.333
2401,ShortAnswer,5,1.0,0.2
2401,TrueFalse,3,2.0,0.667
2405,MCQ,24,6.0,0.25
2405,ShortAnswer,7,4.0,0.571
2405,TrueFalse,12,5.0,0.417
2413,MCQ,62,18.0,0.29
2413,ShortAnswer,18,7.0,0.389
2413,TrueFalse,14,6.0,0.429
2414,MCQ,29,9.0,0.31
2414,ShortAnswer,10,5.0,0.5
2414,TrueFalse,5,4.0,0.8
2415,MCQ,56,10.0,0.179
2415,ShortAnswer,24,11.0,0.458
2415,TrueFalse,21,12.0,0.571
2421,MCQ,37,5.0,0.135
2421,ShortAnswer,17,8.0,0.471
2421,TrueFalse,14,10.0,0.714
2422,MCQ,29,9.0,0.31
2422,ShortAnswer,9,7.0,0.778
2422,TrueFalse,6,4.0,0.667
2427,MCQ,3,0.0,0.0
2427,TrueFalse,4,1.0,0.25
2429,MCQ,6,1.0,0.167
2429,ShortAnswer,1,1.0,1.0
2431,MCQ,5,1.0,0.2
2431,ShortAnswer,2,1.0,0.5
2431,TrueFalse,5,2.0,0.4
2432,MCQ,64,16.0,0.25
2432,ShortAnswer,12,5.0,0.417
2432,TrueFalse,14,3.0,0.214
2438,MCQ,17,7.0,0.412
2438,ShortAnswer,4,3.0,0.75
2438,TrueFalse,10,6.0,0.6
2440,MCQ,64,21.0,0.328
2440,ShortAnswer,18,6.0,0.333
2440,TrueFalse,14,8.0,0.571
2458,MCQ,7,3.0,0.429
2458,TrueFalse,1,0.0,0.0
2462,MCQ,32,7.0,0.219
2462,ShortAnswer,2,2.0,1.0
2462,TrueFalse,11,7.0,0.636
2465,MCQ,34,7.0,0.206
2465,ShortAnswer,11,6.0,0.545
2465,TrueFalse,2,0.0,0.0
2466,MCQ,52,18.0,0.346
2466,ShortAnswer,19,9.0,0.474
2466,TrueFalse,12,7.0,0.583
2467,MCQ,5,1.0,0.2
2468,MCQ,30,4.0,0.133
2468,ShortAnswer,2,0.0,0.0
2468,TrueFalse,6,5.0,0.833
2470,MCQ,2,2.0,1.0
2481,MCQ,4,3.0,0.75
2481,TrueFalse,6,5.0,0.833
2484,MCQ,38,6.0,0.158
2484,ShortAnswer,5,2.0,0.4
2484,TrueFalse,15,4.0,0.267
2491,MCQ,64,21.0,0.328
2491,ShortAnswer,18,9.0,0.5
2491,TrueFalse,28,20.0,0.714
2497,MCQ,14,1.0,0.071
2497,ShortAnswer,6,4.0,0.667
2497,TrueFalse,7,3.0,0.429
2498,MCQ,66,18.0,0.273
2498,ShortAnswer,7,6.0,0.857
2498,TrueFalse,15,5.0,0.333
2503,MCQ,10,2.0,0.2
2503,ShortAnswer,1,1.0,1.0
2505,TrueFalse,1,1.0,1.0
2506,MCQ,6,3.0,0.5
2506,ShortAnswer,4,1.0,0.25
2506,TrueFalse,1,1.0,1.0
2507,MCQ,3,1.0,0.333
2512,MCQ,57,16.0,0.281
2512,ShortAnswer,16,7.0,0.438
2512,TrueFalse,18,4.0,0.222
2514,MCQ,65,15.0,0.231
2514,ShortAnswer,21,12.0,0.571
2514,TrueFalse,26,16.0,0.615
2531,MCQ,5,1.0,0.2
2531,TrueFalse,1,1.0,1.0
2532,MCQ,40,7.0,0.175
2532,ShortAnswer,5,5.0,1.0
2532,TrueFalse,19,11.0,0.579
2533,MCQ,54,9.0,0.167
2533,ShortAnswer,7,3.0,0.429
2533,TrueFalse,13,5.0,0.385
2536,MCQ,16,4.0,0.25
2536,ShortAnswer,2,0.0,0.0
2536,TrueFalse,7,4.0,0.571
2539,MCQ,70,20.0,0.286
2539,ShortAnswer,18,8.0,0.444
2539,TrueFalse,23,11.0,0.478
2540,MCQ,48,12.0,0.25
2540,ShortAnswer,9,6.0,0.667
2540,TrueFalse,17,7.0,0.412
2542,MCQ,25,2.0,0.08
2542,ShortAnswer,7,3.0,0.429
2542,TrueFalse,4,1.0,0.25
2545,MCQ,18,5.0,0.278
2545,ShortAnswer,2,0.0,0.0
2545,TrueFalse,13,4.0,0.308
2547,MCQ,47,9.0,0.191
2547,ShortAnswer,15,7.0,0.467
2547,TrueFalse,9,7.0,0.778
2548,MCQ,39,6.0,0.154
2548,ShortAnswer,5,2.0,0.4
2548,TrueFalse,15,5.0,0.333
2554,MCQ,47,9.0,0.191
2554,ShortAnswer,13,10.0,0.769
2554,TrueFalse,19,15.0,0.789
2555,MCQ,49,14.0,0.286
2555,ShortAnswer,11,5.0,0.455
2555,TrueFalse,8,3.0,0.375
2556,MCQ,23,6.0,0.261
2556,ShortAnswer,3,2.0,0.667
2556,TrueFalse,6,3.0,0.5
2559,MCQ,37,10.0,0.27
2559,ShortAnswer,7,6.0,0.857
2559,TrueFalse,7,2.0,0.286
2561,MCQ,33,7.0,0.212
2561,ShortAnswer,16,6.0,0.375
2561,TrueFalse,17,12.0,0.706
2562,MCQ,54,14.0,0.259
2562,ShortAnswer,13,4.0,0.308
2562,TrueFalse,15,6.0,0.4
2564,MCQ,7,1.0,0.143
2564,ShortAnswer,3,0.0,0.0
2564,TrueFalse,2,1.0,0.5
2565,MCQ,16,5.0,0.312
2565,ShortAnswer,7,4.0,0.571
2565,TrueFalse,9,5.0,0.556
2570,MCQ,26,9.0,0.346
2570,ShortAnswer,7,5.0,0.714
2570,TrueFalse,6,2.0,0.333
2573,MCQ,13,1.0,0.077
2573,TrueFalse,3,2.0,0.667
2574,MCQ,27,6.0,0.222
2574,ShortAnswer,6,2.0,0.333
2574,TrueFalse,12,6.0,0.5
2577,MCQ,18,4.0,0.222
2577,ShortAnswer,4,2.0,0.5
2577,TrueFalse,1,1.0,1.0
2580,MCQ,57,15.0,0.263
2580,ShortAnswer,11,5.0,0.455
2580,TrueFalse,17,8.0,0.471
2590,MCQ,31,8.0,0.258
2590,ShortAnswer,8,3.0,0.375
2590,TrueFalse,19,11.0,0.579
2592,MCQ,25,9.0,0.36
2592,ShortAnswer,9,5.0,0.556
2592,TrueFalse,9,4.0,0.444
2593,MCQ,13,2.0,0.154
2593,TrueFalse,9,4.0,0.444
2599,MCQ,31,13.0,0.419
2599,ShortAnswer,5,4.0,0.8
2599,TrueFalse,8,6.0,0.75
2601,MCQ,32,6.0,0.188
2601,ShortAnswer,10,9.0,0.9
2601,TrueFalse,8,4.0,0.5
2602,MCQ,13,4.0,0.308
2602,ShortAnswer,6,3.0,0.5
2602,TrueFalse,7,4.0,0.571
2604,MCQ,9,4.0,0.444
2604,TrueFalse,4,2.0,0.5
2606,MCQ,21,3.0,0.143
2606,ShortAnswer,3,1.0,0.333
2606,TrueFalse,9,5.0,0.556
2607,MCQ,37,10.0,0.27
2607,ShortAnswer,6,4.0,0.667
2607,TrueFalse,9,3.0,0.333
2608,MCQ,23,4.0,0.174
2608,ShortAnswer,3,1.0,0.333
2608,TrueFalse,11,6.0,0.545
2609,MCQ,54,18.0,0.333
2609,ShortAnswer,10,4.0,0.4
2609,TrueFalse,7,3.0,0.429
2611,MCQ,11,3.0,0.273
2611,ShortAnswer,2,0.0,0.0
2611,TrueFalse,3,1.0,0.333
2617,MCQ,43,11.0,0.256
2617,ShortAnswer,4,1.0,0.25
2617,TrueFalse,14,7.0,0.5
2620,MCQ,72,21.0,0.292
2620,ShortAnswer,10,7.0,0.7
2620,TrueFalse,19,8.0,0.421
2623,MCQ,7,2.0,0.286
2623,ShortAnswer,2,1.0,0.5
2623,TrueFalse,13,6.0,0.462
2625,MCQ,66,18.0,0.273
2625,ShortAnswer,17,8.0,0.471
2625,TrueFalse,17,6.0,0.353
2629,MCQ,59,7.0,0.119
2629,ShortAnswer,12,9.0,0.75
2629,TrueFalse,15,5.0,0.333
2633,MCQ,45,11.0,0.244
2633,ShortAnswer,8,2.0,0.25
2633,TrueFalse,9,6.0,0.667
2641,MCQ,5,0.0,0.0
2641,TrueFalse,8,5.0,0.625
2642,MCQ,19,9.0,0.474
2642,ShortAnswer,6,2.0,0.333
2642,TrueFalse,5,3.0,0.6
2647,MCQ,1,0.0,0.0
2647,ShortAnswer,1,0.0,0.0
2648,MCQ,41,11.0,0.268
2648,ShortAnswer,6,5.0,0.833
2648,TrueFalse,18,8.0,0.444
2651,MCQ,24,6.0,0.25
2651,ShortAnswer,8,4.0,0.5
2651,TrueFalse,13,7.0,0.538
2653,MCQ,37,8.0,0.216
2653,ShortAnswer,4,2.0,0.5
2653,TrueFalse,14,7.0,0.5
2655,MCQ,14,5.0,0.357
2655,ShortAnswer,2,1.0,0.5
2655,TrueFalse,5,2.0,0.4
2656,MCQ,19,5.0,0.263
2656,ShortAnswer,8,5.0,0.625
2656,TrueFalse,10,5.0,0.5
2658,MCQ,24,4.0,0.167
2658,ShortAnswer,4,1.0,0.25
2658,TrueFalse,20,14.0,0.7
2659,MCQ,63,16.0,0.254
2659,ShortAnswer,16,9.0,0.562
2659,TrueFalse,22,14.0,0.636
2662,MCQ,36,7.0,0.194
2662,ShortAnswer,9,5.0,0.556
2662,TrueFalse,9,7.0,0.778
2663,MCQ,47,15.0,0.319
2663,ShortAnswer,7,1.0,0.143
2663,TrueFalse,9,6.0,0.667
2667,MCQ,23,7.0,0.304
2667,ShortAnswer,1,0.0,0.0
2667,TrueFalse,3,1.0,0.333
2669,MCQ,48,9.0,0.188
2669,ShortAnswer,8,5.0,0.625
2669,TrueFalse,17,9.0,0.529
2675,MCQ,48,14.0,0.292
2675,ShortAnswer,7,2.0,0.286
2675,TrueFalse,7,3.0,0.429
2686,MCQ,36,8.0,0.222
2686,ShortAnswer,4,0.0,0.0
2686,TrueFalse,6,4.0,0.667
2704,MCQ,15,6.0,0.4
2704,ShortAnswer,4,2.0,0.5
2704,TrueFalse,1,0.0,0.0
2712,MCQ,31,8.0,0.258
2712,ShortAnswer,8,5.0,0.625
2712,TrueFalse,12,4.0,0.333
2716,MCQ,39,11.0,0.282
2716,ShortAnswer,9,6.0,0.667
2716,TrueFalse,20,13.0,0.65
2719,MCQ,3,0.0,0.0
2719,ShortAnswer,1,0.0,0.0
2719,TrueFalse,3,1.0,0.333
2720,MCQ,37,16.0,0.432
2720,ShortAnswer,10,3.0,0.3
2720,TrueFalse,7,3.0,0.429
2730,MCQ,49,8.0,0.163
2730,ShortAnswer,8,4.0,0.5
2730,TrueFalse,13,5.0,0.385
2732,MCQ,50,12.0,0.24
2732,ShortAnswer,10,5.0,0.5
2732,TrueFalse,11,2.0,0.182
2737,MCQ,38,14.0,0.368
2737,ShortAnswer,8,3.0,0.375
2737,TrueFalse,29,16.0,0.552
2740,MCQ,39,12.0,0.308
2740,ShortAnswer,11,6.0,0.545
2740,TrueFalse,9,4.0,0.444
2742,MCQ,59,21.0,0.356
2742,ShortAnswer,9,6.0,0.667
2742,TrueFalse,12,6.0,0.5
2743,MCQ,38,13.0,0.342
2743,ShortAnswer,23,10.0,0.435
2743,TrueFalse,13,7.0,0.538
2744,MCQ,34,11.0,0.324
2744,ShortAnswer,5,1.0,0.2
2744,TrueFalse,4,1.0,0.25
2749,MCQ,25,7.0,0.28
2749,ShortAnswer,7,2.0,0.286
2749,TrueFalse,11,5.0,0.455
2754,MCQ,20,4.0,0.2
2754,ShortAnswer,4,2.0,0.5
2754,TrueFalse,2,2.0,1.0
2756,MCQ,28,10.0,0.357
2756,ShortAnswer,12,7.0,0.583
2756,TrueFalse,24,7.0,0.292
2761,MCQ,4,2.0,0.5
2761,ShortAnswer,8,4.0,0.5
2761,TrueFalse,4,2.0,0.5
2764,MCQ,53,15.0,0.283
2764,ShortAnswer,12,5.0,0.417
2764,TrueFalse,10,5.0,0.5
2767,MCQ,38,12.0,0.316
2767,ShortAnswer,7,1.0,0.143
2767,TrueFalse,19,13.0,0.684
2769,MCQ,45,10.0,0.222
2769,ShortAnswer,6,3.0,0.5
2769,TrueFalse,15,10.0,0.667
2779,MCQ,61,15.0,0.246
2779,ShortAnswer,10,7.0,0.7
2779,TrueFalse,11,7.0,0.636
2780,MCQ,48,11.0,0.229
2780,ShortAnswer,7,4.0,0.571
2780,TrueFalse,21,11.0,0.524
2781,MCQ,25,9.0,0.36
2781,ShortAnswer,7,4.0,0.571
2781,TrueFalse,5,3.0,0.6
2788,MCQ,14,3.0,0.214
2788,ShortAnswer,3,2.0,0.667
2788,TrueFalse,6,4.0,0.667
2796,MCQ,34,10.0,0.294
2796,ShortAnswer,11,5.0,0.455
2796,TrueFalse,17,8.0,0.471
2798,MCQ,8,2.0,0.25
2798,ShortAnswer,4,1.0,0.25
2800,MCQ,27,9.0,0.333
2800,ShortAnswer,6,4.0,0.667
2800,TrueFalse,7,2.0,0.286
2801,MCQ,25,4.0,0.16
2801,ShortAnswer,5,2.0,0.4
2801,TrueFalse,9,4.0,0.444
2807,MCQ,60,15.0,0.25
2807,ShortAnswer,17,9.0,0.529
2807,TrueFalse,15,8.0,0.533
2814,MCQ,64,12.0,0.188
2814,ShortAnswer,16,9.0,0.562
2814,TrueFalse,14,8.0,0.571
2815,MCQ,29,5.0,0.172
2820,MCQ,36,6.0,0.167
2820,ShortAnswer,12,4.0,0.333
2820,TrueFalse,9,6.0,0.667
2835,MCQ,15,5.0,0.333
2835,ShortAnswer,6,3.0,0.5
2835,TrueFalse,8,2.0,0.25
2837,MCQ,84,27.0,0.321
2837,ShortAnswer,19,10.0,0.526
2837,TrueFalse,12,4.0,0.333
2840,MCQ,7,1.0,0.143
2840,ShortAnswer,2,0.0,0.0
2840,TrueFalse,2,0.0,0.0
2843,MCQ,11,3.0,0.273
2843,ShortAnswer,5,4.0,0.8
2843,TrueFalse,3,1.0,0.333
2844,MCQ,27,10.0,0.37
2844,ShortAnswer,12,7.0,0.583
2844,TrueFalse,22,12.0,0.545
2846,MCQ,23,4.0,0.174
2846,ShortAnswer,3,0.0,0.0
2846,TrueFalse,8,4.0,0.5
2849,MCQ,22,4.0,0.182
2849,ShortAnswer,9,7.0,0.778
2849,TrueFalse,7,5.0,0.714
2852,MCQ,9,3.0,0.333
2852,ShortAnswer,13,9.0,0.692
2852,TrueFalse,9,4.0,0.444
2854,MCQ,69,15.0,0.217
2854,ShortAnswer,19,11.0,0.579
2854,TrueFalse,22,11.0,0.5
2855,MCQ,28,9.0,0.321
2855,ShortAnswer,17,10.0,0.588
2855,TrueFalse,14,6.0,0.429
2858,MCQ,45,8.0,0.178
2858,ShortAnswer,10,6.0,0.6
2858,TrueFalse,9,3.0,0.333
2859,MCQ,51,10.0,0.196
2859,ShortAnswer,8,4.0,0.5
2859,TrueFalse,16,7.0,0.438
2861,MCQ,56,20.0,0.357
2861,ShortAnswer,16,7.0,0.438
2861,TrueFalse,18,9.0,0.5
2862,MCQ,45,14.0,0.311
2862,ShortAnswer,10,6.0,0.6
2862,TrueFalse,17,8.0,0.471
2864,MCQ,23,9.0,0.391
2864,ShortAnswer,3,1.0,0.333
2864,TrueFalse,4,1.0,0.25
2871,MCQ,10,2.0,0.2
2871,ShortAnswer,2,0.0,0.0
2871,TrueFalse,6,2.0,0.333
2880,MCQ,88,25.0,0.284
2880,ShortAnswer,9,3.0,0.333
2880,TrueFalse,16,8.0,0.5
2881,MCQ,22,5.0,0.227
2881,ShortAnswer,5,4.0,0.8
2881,TrueFalse,9,5.0,0.556
2887,MCQ,23,8.0,0.348
2887,ShortAnswer,6,3.0,0.5
2887,TrueFalse,2,1.0,0.5
2889,MCQ,47,10.0,0.213
2889,ShortAnswer,13,7.0,0.538
2889,TrueFalse,7,5.0,0.714
2895,MCQ,14,1.0,0.071
2895,ShortAnswer,5,1.0,0.2
2895,TrueFalse,7,6.0,0.857
2899,MCQ,7,0.0,0.0
2899,ShortAnswer,3,3.0,1.0
2899,TrueFalse,3,2.0,0.667
2900,MCQ,7,0.0,0.0
2900,ShortAnswer,3,0.0,0.0
2900,TrueFalse,1,1.0,1.0
2905,MCQ,17,3.0,0.176
2905,ShortAnswer,6,3.0,0.5
2905,TrueFalse,11,5.0,0.455
2907,MCQ,43,11.0,0.256
2907,ShortAnswer,12,4.0,0.333
2907,TrueFalse,22,8.0,0.364
2908,MCQ,53,11.0,0.208
2908,ShortAnswer,12,6.0,0.5
2908,TrueFalse,13,7.0,0.538
2909,MCQ,49,10.0,0.204
2909,ShortAnswer,4,3.0,0.75
2909,TrueFalse,6,2.0,0.333
2910,MCQ,39,6.0,0.154
2910,ShortAnswer,6,2.0,0.333
2910,TrueFalse,14,6.0,0.429
2917,MCQ,60,19.0,0.317
2917,ShortAnswer,21,10.0,0.476
2917,TrueFalse,17,8.0,0.471
2920,MCQ,18,5.0,0.278
2920,ShortAnswer,3,1.0,0.333
2920,TrueFalse,6,1.0,0.167
2922,MCQ,11,1.0,0.091
2922,ShortAnswer,3,0.0,0.0
2922,TrueFalse,3,1.0,0.333
2923,MCQ,43,16.0,0.372
2923,ShortAnswer,10,6.0,0.6
2923,TrueFalse,10,6.0,0.6
2931,MCQ,55,17.0,0.309
2931,ShortAnswer,10,5.0,0.5
2931,TrueFalse,11,2.0,0.182
2940,MCQ,36,5.0,0.139
2940,ShortAnswer,10,3.0,0.3
2940,TrueFalse,9,8.0,0.889
2941,MCQ,48,11.0,0.229
2941,ShortAnswer,13,8.0,0.615
2941,TrueFalse,22,12.0,0.545
2942,MCQ,70,20.0,0.286
2942,ShortAnswer,8,4.0,0.5
2942,TrueFalse,12,9.0,0.75
2943,MCQ,23,8.0,0.348
2943,ShortAnswer,12,5.0,0.417
2943,TrueFalse,12,6.0,0.5
2944,MCQ,53,17.0,0.321
2944,ShortAnswer,11,4.0,0.364
2944,TrueFalse,19,11.0,0.579
2945,MCQ,16,1.0,0.062
2945,ShortAnswer,5,2.0,0.4
2945,TrueFalse,7,4.0,0.571
2947,MCQ,20,5.0,0.25
2947,ShortAnswer,3,3.0,1.0
2947,TrueFalse,10,4.0,0.4
2948,MCQ,19,4.0,0.211
2948,ShortAnswer,5,3.0,0.6
2948,TrueFalse,8,2.0,0.25
2950,MCQ,27,8.0,0.296
2950,ShortAnswer,16,10.0,0.625
2950,TrueFalse,11,6.0,0.545
2953,MCQ,7,2.0,0.286
2953,TrueFalse,5,1.0,0.2
2954,MCQ,31,11.0,0.355
2954,ShortAnswer,9,6.0,0.667
2954,TrueFalse,14,10.0,0.714
2955,MCQ,28,5.0,0.179
2955,ShortAnswer,8,6.0,0.75
2955,TrueFalse,32,18.0,0.562
2958,MCQ,21,3.0,0.143
2958,ShortAnswer,4,2.0,0.5
2958,TrueFalse,7,4.0,0.571
2961,MCQ,16,3.0,0.188
2961,ShortAnswer,2,2.0,1.0
2961,TrueFalse,2,1.0,0.5
2965,MCQ,33,8.0,0.242
2965,ShortAnswer,8,4.0,0.5
2965,TrueFalse,7,3.0,0.429
2968,MCQ,63,16.0,0.254
2968,ShortAnswer,21,8.0,0.381
2968,TrueFalse,22,14.0,0.636
2969,MCQ,51,12.0,0.235
2969,ShortAnswer,15,8.0,0.533
2969,TrueFalse,12,5.0,0.417
2972,MCQ,13,1.0,0.077
2972,ShortAnswer,3,0.0,0.0
2972,TrueFalse,2,0.0,0.0
2973,MCQ,34,10.0,0.294
2973,ShortAnswer,15,8.0,0.533
2973,TrueFalse,6,5.0,0.833
2974,MCQ,28,7.0,0.25
2974,ShortAnswer,10,6.0,0.6
2974,TrueFalse,10,5.0,0.5
2975,MCQ,52,10.0,0.192
2975,ShortAnswer,13,6.0,0.462
2975,TrueFalse,10,5.0,0.5
2977,MCQ,45,15.0,0.333
2977,ShortAnswer,12,6.0,0.5
2977,TrueFalse,13,7.0,0.538
2981,MCQ,39,6.0,0.154
2981,ShortAnswer,11,6.0,0.545
2981,TrueFalse,16,9.0,0.562
2983,MCQ,18,3.0,0.167
2983,ShortAnswer,2,0.0,0.0
2983,TrueFalse,9,8.0,0.889
2989,MCQ,59,13.0,0.22
2989,ShortAnswer,18,7.0,0.389
2989,TrueFalse,26,17.0,0.654
2994,MCQ,31,13.0,0.419
2994,ShortAnswer,18,9.0,0.5
2994,TrueFalse,16,7.0,0.438
2995,MCQ,37,7.0,0.189
2995,ShortAnswer,9,4.0,0.444
2995,TrueFalse,31,14.0,0.452
3001,MCQ,35,7.0,0.2
3001,ShortAnswer,5,2.0,0.4
3001,TrueFalse,13,8.0,0.615
3006,MCQ,19,8.0,0.421
3006,ShortAnswer,5,3.0,0.6
3006,TrueFalse,7,4.0,0.571
3020,MCQ,24,6.0,0.25
3020,ShortAnswer,6,1.0,0.167
3020,TrueFalse,10,7.0,0.7
3021,MCQ,38,12.0,0.316
3021,ShortAnswer,6,1.0,0.167
3021,TrueFalse,6,5.0,0.833
3026,MCQ,43,13.0,0.302
3026,ShortAnswer,12,9.0,0.75
3026,TrueFalse,18,8.0,0.444
3027,MCQ,41,12.0,0.293
3027,ShortAnswer,13,4.0,0.308
3027,TrueFalse,19,7.0,0.368
3030,MCQ,52,13.0,0.25
3030,ShortAnswer,10,6.0,0.6
3030,TrueFalse,21,12.0,0.571
3039,MCQ,40,9.0,0.225
3039,ShortAnswer,5,3.0,0.6
3039,TrueFalse,11,7.0,0.636
3050,MCQ,19,2.0,0.105
3050,ShortAnswer,4,4.0,1.0
3050,TrueFalse,6,4.0,0.667
3051,MCQ,19,6.0,0.316
3051,ShortAnswer,9,5.0,0.556
3051,TrueFalse,7,3.0,0.429
3052,MCQ,62,17.0,0.274
3052,ShortAnswer,21,8.0,0.381
3052,TrueFalse,13,5.0,0.385
3053,MCQ,39,13.0,0.333
3055,MCQ,50,16.0,0.32
3055,ShortAnswer,12,9.0,0.75
3055,TrueFalse,21,10.0,0.476
3056,MCQ,64,17.0,0.266
3056,ShortAnswer,12,10.0,0.833
3056,TrueFalse,14,8.0,0.571
3060,MCQ,14,3.0,0.214
3060,ShortAnswer,5,3.0,0.6
3060,TrueFalse,3,2.0,0.667
3062,MCQ,35,3.0,0.086
3062,ShortAnswer,17,5.0,0.294
3062,TrueFalse,16,4.0,0.25
3064,MCQ,42,10.0,0.238
3064,ShortAnswer,10,6.0,0.6
3064,TrueFalse,9,3.0,0.333
3068,MCQ,65,13.0,0.2
3068,ShortAnswer,8,3.0,0.375
3068,TrueFalse,21,7.0,0.333
3069,MCQ,18,3.0,0.167
3069,ShortAnswer,3,1.0,0.333
3069,TrueFalse,15,6.0,0.4
3073,MCQ,10,3.0,0.3
3073,ShortAnswer,1,1.0,1.0
3073,TrueFalse,2,1.0,0.5
3074,MCQ,52,10.0,0.192
3074,ShortAnswer,13,6.0,0.462
3074,TrueFalse,15,7.0,0.467
3080,MCQ,53,15.0,0.283
3080,ShortAnswer,24,16.0,0.667
3080,TrueFalse,15,10.0,0.667
3081,MCQ,61,17.0,0.279
3081,ShortAnswer,21,11.0,0.524
3081,TrueFalse,22,9.0,0.409
3083,MCQ,18,3.0,0.167
3083,ShortAnswer,2,1.0,0.5
3083,TrueFalse,4,0.0,0.0
3090,MCQ,39,8.0,0.205
3090,ShortAnswer,11,5.0,0.455
3090,TrueFalse,8,5.0,0.625
3096,MCQ,81,19.0,0.235
3096,ShortAnswer,18,11.0,0.611
3096,TrueFalse,23,11.0,0.478
3098,MCQ,6,1.0,0.167
3098,ShortAnswer,2,1.0,0.5
3098,TrueFalse,3,2.0,0.667
3099,MCQ,7,0.0,0.0
3099,ShortAnswer,3,2.0,0.667
3099,TrueFalse,1,0.0,0.0
3100,MCQ,11,5.0,0.455
3100,ShortAnswer,2,0.0,0.0
3100,TrueFalse,6,2.0,0.333
3102,MCQ,47,13.0,0.277
3102,ShortAnswer,7,5.0,0.714
3102,TrueFalse,16,8.0,0.5
3105,MCQ,5,1.0,0.2
3105,ShortAnswer,1,1.0,1.0
3105,TrueFalse,2,1.0,0.5
3108,MCQ,28,5.0,0.179
3108,ShortAnswer,8,3.0,0.375
3108,TrueFalse,9,4.0,0.444
3112,MCQ,11,4.0,0.364
3112,ShortAnswer,3,2.0,0.667
3112,TrueFalse,9,5.0,0.556
3116,MCQ,49,13.0,0.265
3116,ShortAnswer,12,7.0,0.583
3116,TrueFalse,9,5.0,0.556
3118,MCQ,33,6.0,0.182
3118,ShortAnswer,10,4.0,0.4
3118,TrueFalse,6,4.0,0.667
3122,MCQ,6,2.0,0.333
3122,ShortAnswer,2,0.0,0.0
3123,MCQ,40,14.0,0.35
3123,ShortAnswer,7,2.0,0.286
3123,TrueFalse,7,4.0,0.571
3124,MCQ,19,5.0,0.263
3124,ShortAnswer,5,5.0,1.0
3124,TrueFalse,6,3.0,0.5
3135,MCQ,59,16.0,0.271
3135,ShortAnswer,16,7.0,0.438
3135,TrueFalse,23,10.0,0.435
3146,MCQ,7,1.0,0.143
3146,ShortAnswer,1,0.0,0.0
3146,TrueFalse,1,1.0,1.0
3152,MCQ,14,1.0,0.071
3152,ShortAnswer,6,1.0,0.167
3152,TrueFalse,5,4.0,0.8
3156,MCQ,32,6.0,0.188
3156,ShortAnswer,9,3.0,0.333
3156,TrueFalse,12,6.0,0.5
3160,MCQ,45,13.0,0.289
3160,ShortAnswer,19,3.0,0.158
3160,TrueFalse,18,12.0,0.667
3161,MCQ,20,7.0,0.35
3161,ShortAnswer,8,7.0,0.875
3161,TrueFalse,11,5.0,0.455
3163,MCQ,32,10.0,0.312
3163,ShortAnswer,10,5.0,0.5
3163,TrueFalse,9,3.0,0.333
3164,MCQ,48,9.0,0.188
3164,ShortAnswer,10,5.0,0.5
3164,TrueFalse,14,6.0,0.429
3166,MCQ,36,5.0,0.139
3166,ShortAnswer,4,2.0,0.5
3166,TrueFalse,13,10.0,0.769
3167,MCQ,13,2.0,0.154
3167,ShortAnswer,11,5.0,0.455
3167,TrueFalse,10,7.0,0.7
3170,MCQ,24,8.0,0.333
3170,ShortAnswer,11,4.0,0.364
3170,TrueFalse,8,3.0,0.375
3176,MCQ,92,25.0,0.272
3176,ShortAnswer,31,11.0,0.355
3176,TrueFalse,24,11.0,0.458
3189,MCQ,17,6.0,0.353
3189,ShortAnswer,12,6.0,0.5
3189,TrueFalse,8,4.0,0.5
3192,MCQ,41,8.0,0.195
3192,ShortAnswer,8,3.0,0.375
3192,TrueFalse,6,5.0,0.833
3194,MCQ,22,9.0,0.409
3194,ShortAnswer,15,9.0,0.6
3194,TrueFalse,8,3.0,0.375
3195,MCQ,49,11.0,0.224
3195,ShortAnswer,17,9.0,0.529
3195,TrueFalse,22,16.0,0.727
3211,MCQ,35,9.0,0.257
3211,ShortAnswer,11,3.0,0.273
3211,TrueFalse,13,7.0,0.538
3213,MCQ,25,7.0,0.28
3213,ShortAnswer,16,9.0,0.562
3213,TrueFalse,13,6.0,0.462
3220,MCQ,37,11.0,0.297
3220,ShortAnswer,7,4.0,0.571
3220,TrueFalse,10,3.0,0.3
3224,MCQ,24,7.0,0.292
3224,ShortAnswer,8,3.0,0.375
3224,TrueFalse,5,2.0,0.4
3227,MCQ,14,4.0,0.286
3227,ShortAnswer,2,1.0,0.5
3231,MCQ,21,5.0,0.238
3231,ShortAnswer,4,1.0,0.25
3231,TrueFalse,5,1.0,0.2
3237,MCQ,66,19.0,0.288
3237,ShortAnswer,10,3.0,0.3
3237,TrueFalse,23,15.0,0.652
