StudentId,EngagementSegment
2122,Dropout Risk
1639,Social Learner
1217,Social Learner
3973,Dropout Risk
971,Social Learner
1584,Social Learner
2262,Passive Learner
4070,Passive Learner
847,Social Learner
225,Dropout Risk
2116,Passive Learner
3365,Dropout Risk
4967,Passive Learner
1671,Social Learner
3052,Passive Learner
2201,Dropout Risk
2169,Dropout Risk
2613,Dropout Risk
1539,Social Learner
1436,Social Learner
951,Social Learner
713,Social Learner
3872,Dropout Risk
1714,Social Learner
2938,Passive Learner
3105,Dropout Risk
727,Social Learner
4694,Passive Learner
4175,Passive Learner
3983,Dropout Risk
3015,Dropout Risk
3495,Dropout Risk
886,Social Learner
2453,Dropout Risk
3717,Passive Learner
4943,Dropout Risk
2853,Passive Learner
1290,Dropout Risk
383,Social Learner
438,Social Learner
3405,Passive Learner
2879,Dropout Risk
531,Social Learner
2759,Dropout Risk
14,Social Learner
4238,Passive Learner
1846,Social Learner
2775,Passive Learner
4744,Dropout Risk
4904,Dropout Risk
1742,Social Learner
2661,Passive Learner
4923,Passive Learner
3486,Passive Learner
622,Social Learner
3049,Dropout Risk
26,Social Learner
3179,Dropout Risk
4208,Dropout Risk
627,Super Learner
1091,Social Learner
4544,Dropout Risk
2615,Passive Learner
1585,Social Learner
1020,Dropout Risk
2953,Dropout Risk
3407,Dropout Risk
593,Social Learner
4979,Super Learner
2742,Dropout Risk
3967,Dropout Risk
1680,Social Learner
1649,Social Learner
2354,Dropout Risk
2745,Dropout Risk
4716,Passive Learner
679,Social Learner
2202,Dropout Risk
1740,Social Learner
3086,Dropout Risk
1424,Social Learner
1144,Social Learner
4719,Dropout Risk
288,Social Learner
1062,Passive Learner
4231,Passive Learner
480,Social Learner
3387,Dropout Risk
4711,Passive Learner
3857,Passive Learner
624,Social Learner
4566,Passive Learner
777,Social Learner
303,Social Learner
1186,Social Learner
4503,Dropout Risk
1964,Social Learner
3401,Passive Learner
4474,Passive Learner
4117,Dropout Risk
2964,Dropout Risk
463,Social Learner
1145,Passive Learner
4874,Passive Learner
526,Social Learner
4978,Passive Learner
2668,Passive Learner
3233,Passive Learner
2463,Dropout Risk
4669,Passive Learner
1140,Dropout Risk
2673,Passive Learner
2185,Dropout Risk
3378,Passive Learner
2850,Passive Learner
4624,Passive Learner
4299,Passive Learner
4237,Passive Learner
2664,Dropout Risk
3361,Dropout Risk
3455,Passive Learner
2730,Dropout Risk
887,Social Learner
1979,Social Learner
38,Social Learner
1660,Social Learner
3657,Passive Learner
4550,Dropout Risk
798,Social Learner
3586,Dropout Risk
4963,Passive Learner
3916,Dropout Risk
35,Social Learner
767,Social Learner
4206,Dropout Risk
186,Super Learner
2854,Passive Learner
1367,Dropout Risk
1807,Passive Learner
1357,Social Learner
2749,Passive Learner
3706,Passive Learner
4542,Dropout Risk
2383,Passive Learner
544,Social Learner
4272,Dropout Risk
2355,Dropout Risk
346,Passive Learner
1998,Social Learner
3452,Passive Learner
328,Social Learner
3260,Dropout Risk
4701,Passive Learner
2810,Passive Learner
2707,Passive Learner
2936,Passive Learner
2070,Dropout Risk
167,Social Learner
4936,Dropout Risk
4845,Dropout Risk
4772,Dropout Risk
2206,Dropout Risk
4033,Dropout Risk
1877,Social Learner
522,Social Learner
2687,Dropout Risk
4478,Passive Learner
1745,Social Learner
936,Social Learner
3533,Dropout Risk
825,Passive Learner
3781,Dropout Risk
615,Social Learner
444,Social Learner
1250,Social Learner
244,Social Learner
4008,Dropout Risk
1989,Social Learner
228,Social Learner
1107,Social Learner
4096,Dropout Risk
4361,Dropout Risk
1906,Social Learner
4453,Dropout Risk
906,Social Learner
4931,Passive Learner
402,Social Learner
982,Social Learner
1665,Social Learner
3451,Dropout Risk
3211,Passive Learner
1872,Social Learner
996,Social Learner
215,Social Learner
2334,Passive Learner
2374,Dropout Risk
2137,Dropout Risk
4106,Dropout Risk
1269,Social Learner
3155,Dropout Risk
752,Passive Learner
222,Social Learner
4036,Dropout Risk
4142,Dropout Risk
663,Social Learner
2284,Passive Learner
2776,Dropout Risk
3377,Dropout Risk
412,Social Learner
384,Social Learner
3544,Dropout Risk
614,Social Learner
4502,Dropout Risk
1508,Dropout Risk
4155,Passive Learner
4285,Dropout Risk
3982,Dropout Risk
4320,Dropout Risk
4573,Passive Learner
975,Social Learner
1083,Social Learner
1990,Social Learner
532,Passive Learner
4753,Dropout Risk
472,Social Learner
4590,Dropout Risk
4276,Passive Learner
1293,Social Learner
4260,Passive Learner
569,Social Learner
1499,Passive Learner
3635,Dropout Risk
4811,Passive Learner
3097,Passive Learner
2646,Passive Learner
4204,Passive Learner
4167,Dropout Risk
4387,Passive Learner
1025,Social Learner
4810,Passive Learner
1000,Social Learner
2685,Dropout Risk
1346,Social Learner
4170,Passive Learner
3671,Dropout Risk
2250,Passive Learner
2038,Social Learner
137,Social Learner
2523,Dropout Risk
95,Social Learner
1456,Social Learner
4302,Passive Learner
3991,Passive Learner
3668,Dropout Risk
23,Social Learner
286,Social Learner
2971,Passive Learner
3839,Dropout Risk
263,Social Learner
82,Social Learner
575,Social Learner
1233,Social Learner
1939,Social Learner
2595,Dropout Risk
3256,Dropout Risk
1770,Social Learner
4090,Passive Learner
3476,Passive Learner
2195,Dropout Risk
1308,Social Learner
201,Social Learner
3116,Dropout Risk
3381,Passive Learner
3054,Dropout Risk
2669,Dropout Risk
2312,Passive Learner
4834,Dropout Risk
3458,Dropout Risk
160,Social Learner
1105,Social Learner
2102,Passive Learner
183,Social Learner
513,Social Learner
2616,Passive Learner
1049,Passive Learner
2117,Dropout Risk
3691,Passive Learner
3369,Passive Learner
4626,Dropout Risk
3780,Dropout Risk
2483,Dropout Risk
1287,Social Learner
3393,Dropout Risk
4839,Dropout Risk
2306,Passive Learner
3546,Dropout Risk
43,Social Learner
4501,Dropout Risk
1924,Social Learner
3963,Passive Learner
350,Passive Learner
2890,Dropout Risk
2267,Passive Learner
4661,Dropout Risk
1113,Social Learner
3862,Dropout Risk
1587,Social Learner
1109,Social Learner
1534,Social Learner
1634,Social Learner
2677,Passive Learner
4584,Passive Learner
4234,Dropout Risk
335,Social Learner
4783,Passive Learner
3297,Dropout Risk
1064,Social Learner
1896,Social Learner
4279,Dropout Risk
1816,Social Learner
1315,Social Learner
2934,Dropout Risk
4480,Dropout Risk
41,Social Learner
1433,Social Learner
1579,Dropout Risk
2855,Dropout Risk
673,Social Learner
4601,Dropout Risk
1558,Social Learner
4528,Passive Learner
4898,Passive Learner
430,Social Learner
291,Super Learner
789,Social Learner
3269,Dropout Risk
309,Passive Learner
470,Social Learner
36,Social Learner
2043,Social Learner
2762,Passive Learner
1094,Social Learner
4351,Passive Learner
4919,Dropout Risk
2211,Dropout Risk
4510,Passive Learner
2330,Dropout Risk
645,Social Learner
1885,Social Learner
457,Social Learner
3219,Dropout Risk
921,Social Learner
1460,Social Learner
3462,Dropout Risk
4496,Dropout Risk
3255,Passive Learner
2546,Passive Learner
4634,Dropout Risk
2798,Dropout Risk
1914,Social Learner
3640,Dropout Risk
450,Social Learner
4603,Passive Learner
2771,Dropout Risk
1261,Social Learner
2755,Dropout Risk
1069,Social Learner
2716,Dropout Risk
559,Social Learner
4718,Dropout Risk
3313,Dropout Risk
2261,Dropout Risk
1630,Social Learner
453,Social Learner
3499,Passive Learner
2626,Passive Learner
2891,Passive Learner
242,Social Learner
1711,Social Learner
4118,Passive Learner
1320,Social Learner
846,Social Learner
997,Social Learner
803,Dropout Risk
3276,Dropout Risk
3734,Dropout Risk
1955,Social Learner
4911,Dropout Risk
556,Passive Learner
234,Social Learner
2090,Super Learner
1349,Passive Learner
2576,Dropout Risk
2570,Dropout Risk
3622,Passive Learner
4416,Dropout Risk
1341,Social Learner
239,Social Learner
3653,Dropout Risk
3593,Passive Learner
400,Social Learner
171,Social Learner
1721,Social Learner
2066,Dropout Risk
489,Social Learner
185,Social Learner
4504,Passive Learner
2186,Passive Learner
1916,Social Learner
497,Dropout Risk
380,Social Learner
4141,Passive Learner
984,Social Learner
547,Social Learner
2092,Passive Learner
3404,Passive Learner
3457,Passive Learner
542,Social Learner
2505,Dropout Risk
32,Social Learner
300,Passive Learner
4578,Passive Learner
3752,Passive Learner
138,Passive Learner
3674,Dropout Risk
387,Social Learner
3604,Passive Learner
4495,Dropout Risk
2562,Dropout Risk
2639,Dropout Risk
3631,Passive Learner
3753,Dropout Risk
3500,Dropout Risk
1471,Social Learner
2504,Dropout Risk
3099,Dropout Risk
4107,Passive Learner
4742,Dropout Risk
3161,Super Learner
3003,Dropout Risk
969,Social Learner
1739,Social Learner
898,Super Learner
1893,Social Learner
3185,Passive Learner
4025,Dropout Risk
3797,Passive Learner
2277,Passive Learner
48,Social Learner
3510,Passive Learner
3238,Passive Learner
2251,Passive Learner
1553,Dropout Risk
3333,Dropout Risk
2203,Passive Learner
351,Social Learner
3018,Dropout Risk
4514,Passive Learner
1791,Social Learner
2848,Dropout Risk
4383,Passive Learner
4485,Passive Learner
120,Social Learner
1852,Social Learner
4828,Dropout Risk
3221,Passive Learner
449,Social Learner
527,Social Learner
3077,Dropout Risk
4953,Dropout Risk
2819,Dropout Risk
2793,Dropout Risk
2813,Passive Learner
738,Social Learner
1860,Social Learner
4368,Passive Learner
3596,Dropout Risk
1180,Social Learner
852,Social Learner
2156,Super Learner
2217,Passive Learner
1422,Social Learner
4180,Passive Learner
2554,Dropout Risk
4948,Passive Learner
524,Social Learner
3696,Passive Learner
574,Social Learner
4901,Passive Learner
1528,Social Learner
2773,Dropout Risk
331,Social Learner
4060,Dropout Risk
1840,Social Learner
3693,Dropout Risk
3999,Passive Learner
1827,Social Learner
2163,Passive Learner
2454,Passive Learner
4674,Dropout Risk
4667,Dropout Risk
3849,Passive Learner
535,Social Learner
1283,Social Learner
4988,Dropout Risk
1080,Passive Learner
1176,Social Learner
2126,Passive Learner
2021,Social Learner
1452,Social Learner
2478,Passive Learner
4321,Dropout Risk
83,Social Learner
691,Social Learner
4105,Passive Learner
672,Social Learner
3160,Dropout Risk
3583,Dropout Risk
53,Social Learner
3743,Dropout Risk
1555,Passive Learner
1238,Dropout Risk
2460,Passive Learner
1265,Social Learner
3573,Passive Learner
2899,Dropout Risk
4992,Passive Learner
3177,Passive Learner
2785,Passive Learner
3739,Dropout Risk
1715,Social Learner
1858,Social Learner
2337,Dropout Risk
2159,Passive Learner
1646,Social Learner
598,Social Learner
1156,Social Learner
2290,Passive Learner
4184,Dropout Risk
1694,Social Learner
523,Dropout Risk
3073,Passive Learner
3385,Dropout Risk
3406,Passive Learner
2667,Dropout Risk
2059,Social Learner
1819,Social Learner
2485,Passive Learner
3371,Dropout Risk
3576,Passive Learner
1790,Social Learner
2074,Passive Learner
1360,Social Learner
1523,Social Learner
4270,Dropout Risk
4257,Dropout Risk
3440,Dropout Risk
682,Social Learner
4630,Dropout Risk
717,Dropout Risk
1612,Dropout Risk
1628,Social Learner
4095,Passive Learner
284,Super Learner
2926,Dropout Risk
2510,Passive Learner
612,Social Learner
3536,Dropout Risk
1716,Social Learner
2908,Dropout Risk
2062,Passive Learner
2869,Dropout Risk
2598,Dropout Risk
1221,Social Learner
1441,Social Learner
189,Social Learner
1878,Super Learner
1817,Dropout Risk
4602,Dropout Risk
4009,Passive Learner
3290,Dropout Risk
3208,Dropout Risk
555,Social Learner
1172,Social Learner
2098,Dropout Risk
1920,Social Learner
3461,Passive Learner
2839,Dropout Risk
2164,Passive Learner
3901,Passive Learner
4432,Dropout Risk
3633,Dropout Risk
2876,Dropout Risk
1921,Dropout Risk
1662,Passive Learner
686,Social Learner
123,Dropout Risk
4897,Dropout Risk
1421,Social Learner
1933,Social Learner
4001,Dropout Risk
3135,Passive Learner
4055,Passive Learner
986,Social Learner
3738,Dropout Risk
2464,Dropout Risk
3772,Passive Learner
2553,Dropout Risk
1410,Social Learner
2304,Dropout Risk
4538,Dropout Risk
2180,Passive Learner
248,Social Learner
854,Social Learner
695,Social Learner
736,Social Learner
980,Social Learner
4682,Dropout Risk
2103,Dropout Risk
3218,Passive Learner
3521,Passive Learner
2405,Dropout Risk
4102,Dropout Risk
4695,Passive Learner
3303,Dropout Risk
203,Social Learner
1389,Social Learner
1982,Social Learner
3664,Dropout Risk
709,Social Learner
2232,Passive Learner
4177,Passive Learner
3089,Dropout Risk
428,Social Learner
4767,Dropout Risk
4867,Dropout Risk
4494,Dropout Risk
917,Super Learner
2193,Dropout Risk
2097,Passive Learner
3167,Passive Learner
1088,Social Learner
2979,Dropout Risk
4030,Passive Learner
4338,Passive Learner
3891,Dropout Risk
3540,Passive Learner
4908,Super Learner
4788,Passive Learner
922,Social Learner
2318,Passive Learner
3639,Dropout Risk
3376,Dropout Risk
3601,Dropout Risk
2619,Passive Learner
4515,Dropout Risk
3230,Dropout Risk
4632,Passive Learner
4056,Dropout Risk
147,Social Learner
2165,Dropout Risk
3213,Passive Learner
1110,Social Learner
2727,Dropout Risk
658,Social Learner
3724,Dropout Risk
2701,Dropout Risk
739,Social Learner
4924,Dropout Risk
4997,Passive Learner
4875,Passive Learner
2179,Passive Learner
4162,Passive Learner
1141,Social Learner
2681,Passive Learner
609,Passive Learner
1774,Social Learner
3966,Passive Learner
204,Social Learner
3881,Dropout Risk
3163,Dropout Risk
2439,Dropout Risk
4891,Passive Learner
4195,Passive Learner
4710,Dropout Risk
2273,Dropout Risk
355,Social Learner
3210,Passive Learner
1856,Social Learner
4409,Passive Learner
1759,Dropout Risk
3492,Passive Learner
959,Dropout Risk
332,Social Learner
761,Social Learner
660,Social Learner
730,Social Learner
3417,Passive Learner
974,Social Learner
4598,Dropout Risk
830,Social Learner
3207,Dropout Risk
4596,Passive Learner
2957,Passive Learner
4652,Passive Learner
4165,Dropout Risk
1811,Social Learner
2931,Dropout Risk
613,Passive Learner
1154,Dropout Risk
4391,Dropout Risk
1586,Social Learner
