CreatedById,Id,Title,ActivityType,DifficultyLevel,TotalStudents,CompletionRate,AvgProgress,AvgTimeMinutes,TimeEfficiencyRatio
1,2166,Encryption Methods,Lecture,,,,,,
10,36,OOP Concepts,Lecture,,53.0,0.472,65.811,46.498,9.3
13,1133,Untitled,Assignment,,,,,,
15,921,Untitled,Lecture,,49.0,0.51,68.061,51.224,10.24
13,2042,Concurrency,Lecture,,,,,,
6,2151,Computer Vision Intro,Lecture,,,,,,
1,608,Design Patterns,Lecture,,,,,,
15,677,Linked Lists,Quiz,,48.0,0.5,62.375,45.973,0.77
10,2127,Encryption Methods,Lecture,,,,,,
7,1938,Memory Management,Quiz,Hard,,,,,
5,909,Database Normalization,Quiz,Medium,47.0,0.489,65.043,48.309,4.83
8,1766,Database Normalization,Assignment,,51.0,0.51,68.176,42.892,8.58
5,350,Introduction to the Course,Quiz,,,,,,
6,38,Machine Learning Basics,Lecture,,54.0,0.704,78.648,56.926,1.27
15,2105,Design Patterns,Lecture,,,,,,
6,28,REST APIs,Lecture,,,,,,
11,1325,Machine Learning Basics,Quiz,Easy,,,,,
2,889,REST APIs,Lecture,,,,,,
4,61,Python for Data Science,Assignment,,,,,,
11,2059,Search Algorithms,Lecture,,,,,,
2,1361,Ethics in AI,Quiz,,57.0,0.632,78.439,50.07,
6,2007,SQL Joins,Lecture,,59.0,0.576,70.136,49.054,1.09
5,1764,OOP Concepts,Lecture,,,,,,
6,1514,Computer Vision Intro,Quiz,Hard,,,,,
14,1704,Trees and Graphs,Assignment,,,,,,
1,1234,Database Normalization,Assignment,,,,,,
10,2156,Big Data Overview,Lecture,,,,,,
13,1034,Computer Vision Intro,Lecture,,,,,,
11,926,Cloud Architecture,Lecture,,,,,,
4,409,Web Development Basics,Quiz,,52.0,0.5,67.808,50.588,2.53
4,1443,Big Data Overview,Quiz,Hard,44.0,0.432,63.318,50.357,1.68
9,894,Trees and Graphs,Quiz,,,,,,
10,1960,Encryption Methods,Lecture,,,,,,
11,1961,Encryption Methods,Quiz,,,,,,
14,1553,Sorting Algorithms,Quiz,Hard,48.0,0.583,72.188,52.929,3.53
8,57,Memory Management,Lecture,,,,,,
13,1177,OS Scheduling,Lecture,,49.0,0.653,80.082,52.894,0.88
9,899,Dynamic Programming,Assignment,,,,,,
3,955,OOP Concepts,Lecture,,,,,,
5,437,Encryption Methods,Lecture,,49.0,0.49,63.49,45.976,9.2
1,2186,Introduction to the Course,Lecture,,,,,,
2,1862,Memory Management,Lecture,,47.0,0.574,73.085,50.045,1.11
8,2217,Linked Lists,Lecture,,,,,,
9,326,Ethics in AI,Lecture,,52.0,0.577,76.904,47.9,3.19
13,1138,Trees and Graphs,Lecture,,,,,,
1,655,Concurrency,Quiz,Easy,,,,,
14,1319,Big Data Overview,Lecture,,,,,,
10,1122,Ethics in AI,Lecture,,,,,,
10,623,Search Algorithms,Quiz,Easy,39.0,0.615,72.513,48.813,
4,2152,Linked Lists,Lecture,,,,,,
11,1594,Trees and Graphs,Lecture,,,,,,
11,605,SQL Joins,Assignment,,,,,,
1,2009,Design Patterns,Lecture,,,,,,
4,519,Cybersecurity Fundamentals,Lecture,,,,,,
6,1584,Ethics in AI,Quiz,Hard,,,,,
9,882,Encryption Methods,Lecture,,,,,,
3,441,REST APIs,Lecture,,46.0,0.5,70.152,46.55,3.1
11,1931,Memory Management,Quiz,,50.0,0.5,74.1,44.754,2.24
9,1213,Untitled,Lecture,,,,,,
3,251,Memory Management,Quiz,,,,,,
10,2167,REST APIs,Lecture,,,,,,
12,771,Machine Learning Basics,Lecture,,,,,,
14,288,Design Patterns,Assignment,,,,,,
3,749,Cloud Architecture,Assignment,,,,,,
3,1761,Concurrency,Assignment,,,,,,
5,939,Concurrency,Quiz,Hard,,,,,
13,961,Introduction to the Course,Lecture,,,,,,
4,1012,SQL Joins,Lecture,,,,,,
2,1243,Neural Networks,Lecture,,,,,,
6,328,Network Protocols,Quiz,Easy,,,,,
15,1949,Cloud Architecture,Quiz,Medium,,,,,
11,1783,Cloud Architecture,Assignment,,,,,,
2,972,OS Scheduling,Lecture,,,,,,
8,233,Concurrency,Assignment,,,,,,
2,1989,Memory Management,Lecture,,,,,,
14,1005,Sorting Algorithms,Assignment,,,,,,
8,1414,Database Normalization,Assignment,,,,,,
11,506,Design Patterns,Assignment,,58.0,0.621,71.914,51.472,1.14
12,271,REST APIs,Lecture,,,,,,
4,256,Linked Lists,Lecture,,,,,,
12,1072,Introduction to the Course,Lecture,,,,,,
15,1625,Ethics in AI,Assignment,,,,,,
11,358,Data Structures Overview,Assignment,,48.0,0.562,78.25,51.696,3.45
13,1917,Cybersecurity Fundamentals,Lecture,,,,,,
2,1256,Linked Lists,Lecture,,,,,,
13,1512,Encryption Methods,Lecture,,,,,,
13,1175,Cloud Architecture,Quiz,,,,,,
5,335,Python for Data Science,Lecture,,,,,,
8,1348,Introduction to the Course,Assignment,,61.0,0.541,66.344,51.049,0.85
15,775,Data Structures Overview,Assignment,,45.0,0.533,65.556,53.678,1.79
10,1330,Big Data Overview,Lecture,,,,,,
1,128,Indexing & Performance,Assignment,,,,,,
15,1396,Untitled,Lecture,,,,,,
15,1239,Machine Learning Basics,Quiz,Hard,58.0,0.603,75.103,44.388,
3,157,Encryption Methods,Lecture,,,,,,
8,1475,Linked Lists,Lecture,,,,,,
12,511,Cloud Architecture,Lecture,,,,,,
15,1664,REST APIs,Lecture,,52.0,0.596,73.327,50.835,3.39
10,1230,Linked Lists,Lecture,,52.0,0.558,72.346,46.85,1.04
14,152,Sorting Algorithms,Quiz,,,,,,
3,134,Sorting Algorithms,Lecture,,,,,,
7,1276,Design Patterns,Lecture,,,,,,
12,642,Untitled,Quiz,Medium,49.0,0.592,78.102,53.633,5.36
8,1261,Introduction to the Course,Lecture,,,,,,
15,1640,Cybersecurity Fundamentals,Lecture,,,,,,
4,1566,Cybersecurity Fundamentals,Quiz,,,,,,
7,1547,Data Structures Overview,Assignment,,,,,,
9,718,Memory Management,Quiz,Hard,48.0,0.396,58.958,45.606,4.56
2,1164,Dynamic Programming,Quiz,Hard,,,,,
11,1091,Computer Vision Intro,Lecture,,,,,,
7,759,Machine Learning Basics,Lecture,,,,,,
2,586,OS Scheduling,Lecture,,60.0,0.567,71.7,49.433,1.1
13,1094,Big Data Overview,Lecture,,,,,,
1,2076,OOP Concepts,Lecture,,,,,,
8,267,Untitled,Lecture,,,,,,
7,2008,Untitled,Lecture,,,,,,
14,568,Cloud Architecture,Lecture,,,,,,
8,1727,Design Patterns,Assignment,,,,,,
12,1186,Cloud Architecture,Assignment,,65.0,0.6,74.538,52.186,0.87
6,1604,Encryption Methods,Quiz,Easy,,,,,
11,770,OS Scheduling,Lecture,,,,,,
10,1567,Ethics in AI,Lecture,,,,,,
12,983,Cybersecurity Fundamentals,Quiz,Easy,46.0,0.413,54.239,52.535,
4,752,Concurrency,Quiz,Medium,,,,,
7,1817,Computer Vision Intro,Lecture,,,,,,
6,553,Neural Networks,Assignment,,46.0,0.457,60.0,52.891,10.58
12,1060,Indexing & Performance,Lecture,,,,,,
6,678,Computer Vision Intro,Quiz,Hard,,,,,
13,1958,OS Scheduling,Assignment,,46.0,0.522,66.587,58.85,5.88
2,1663,Data Structures Overview,Assignment,,45.0,0.511,66.978,51.618,1.15
13,1352,Cybersecurity Fundamentals,Quiz,Hard,,,,,
15,1404,Big Data Overview,Lecture,,,,,,
13,2125,Design Patterns,Assignment,,,,,,
14,1226,Neural Networks,Quiz,,,,,,
5,2025,Data Structures Overview,Lecture,,,,,,
12,492,Big Data Overview,Lecture,,60.0,0.583,76.9,53.002,1.18
13,840,SQL Joins,Lecture,,,,,,
1,1310,Ethics in AI,Assignment,,,,,,
9,854,Trees and Graphs,Lecture,,,,,,
6,1601,Network Protocols,Lecture,,46.0,0.587,69.913,47.052,3.14
8,2181,Database Normalization,Quiz,Medium,47.0,0.511,63.106,48.843,1.09
4,2075,REST APIs,Quiz,Hard,,,,,
9,2088,Memory Management,Lecture,,,,,,
7,254,OS Scheduling,Quiz,,,,,,
7,892,Neural Networks,Lecture,,,,,,
7,1649,Big Data Overview,Assignment,,,,,,
9,433,Python for Data Science,Lecture,,,,,,
8,118,Concurrency,Lecture,,,,,,
13,1337,Data Structures Overview,Lecture,,,,,,
15,359,Neural Networks,Assignment,,,,,,
5,772,Search Algorithms,Lecture,,,,,,
11,1448,Encryption Methods,Lecture,,,,,,
13,415,SQL Joins,Lecture,,,,,,
4,845,REST APIs,Lecture,,46.0,0.609,74.174,51.939,2.6
8,958,OS Scheduling,Assignment,,,,,,
5,260,Ethics in AI,Lecture,,,,,,
15,2031,Ethics in AI,Lecture,,,,,,
6,196,Linked Lists,Quiz,Easy,,,,,
6,1784,Neural Networks,Assignment,,,,,,
5,1395,Linked Lists,Lecture,,56.0,0.5,66.893,53.266,5.33
5,1581,Computer Vision Intro,Lecture,,,,,,
10,268,Design Patterns,Quiz,,,,,,
3,505,Cloud Architecture,Quiz,,54.0,0.537,67.667,52.191,10.44
13,520,Network Protocols,Lecture,,,,,,
13,1611,Untitled,Lecture,,66.0,0.576,68.955,47.703,3.18
12,1271,Database Normalization,Assignment,,48.0,0.625,79.875,50.892,3.39
12,566,Untitled,Lecture,,,,,,
13,974,Database Normalization,Quiz,Hard,,,,,
3,1687,OOP Concepts,Lecture,,,,,,
4,2129,Indexing & Performance,Assignment,,,,,,
5,721,SQL Joins,Lecture,,55.0,0.691,78.327,55.993,2.8
2,2024,REST APIs,Assignment,,,,,,
12,1880,Database Normalization,Lecture,,,,,,
9,24,Cybersecurity Fundamentals,Quiz,Medium,,,,,
15,372,Untitled,Lecture,,,,,,
9,285,Search Algorithms,Assignment,,,,,,
5,1866,Memory Management,Lecture,,,,,,
8,1006,Untitled,Lecture,,,,,,
1,1322,Concurrency,Lecture,,,,,,
2,546,Dynamic Programming,Quiz,Easy,,,,,
1,529,Linked Lists,Lecture,,,,,,
10,1533,Database Normalization,Lecture,,,,,,
3,1970,Untitled,Assignment,,49.0,0.653,73.286,55.945,0.93
5,624,Linked Lists,Quiz,,,,,,
7,2083,OS Scheduling,Assignment,,55.0,0.545,70.309,47.973,1.07
14,2213,Big Data Overview,Lecture,,,,,,
9,1768,Encryption Methods,Quiz,Medium,,,,,
13,1619,Web Development Basics,Lecture,,,,,,
8,1024,Concurrency,Lecture,,,,,,
10,637,Cybersecurity Fundamentals,Quiz,Easy,53.0,0.566,74.887,53.836,1.2
12,31,Web Development Basics,Lecture,,61.0,0.492,62.902,50.628,1.13
12,1558,Dynamic Programming,Lecture,,,,,,
9,1881,Cloud Architecture,Lecture,,51.0,0.51,69.471,51.173,
8,375,Search Algorithms,Assignment,,,,,,
4,809,Introduction to the Course,Quiz,Easy,,,,,
14,594,Cybersecurity Fundamentals,Lecture,,,,,,
7,141,Memory Management,Quiz,Hard,,,,,
5,3,REST APIs,Lecture,,44.0,0.591,77.727,40.743,
8,19,Introduction to the Course,Assignment,,,,,,
12,848,Cloud Architecture,Assignment,,,,,,
14,559,OOP Concepts,Quiz,Easy,,,,,
11,1522,Memory Management,Lecture,,53.0,0.509,66.623,52.647,2.63
1,2084,Ethics in AI,Assignment,,,,,,
14,1506,REST APIs,Lecture,,,,,,
2,6,SQL Joins,Lecture,,,,,,
7,1767,Big Data Overview,Lecture,,,,,,
14,2119,Introduction to the Course,Lecture,,,,,,
15,2193,Untitled,Lecture,,,,,,
1,1972,Design Patterns,Quiz,Medium,,,,,
14,503,Sorting Algorithms,Lecture,,,,,,
11,500,Untitled,Lecture,,,,,,
10,1482,SQL Joins,Lecture,,,,,,
10,872,OS Scheduling,Assignment,,,,,,
3,410,Cybersecurity Fundamentals,Quiz,Easy,,,,,
13,1465,Search Algorithms,Lecture,,52.0,0.538,71.327,55.638,
2,84,Cybersecurity Fundamentals,Quiz,,43.0,0.558,75.0,46.484,1.03
4,578,OS Scheduling,Assignment,,,,,,
4,248,Linked Lists,Lecture,,,,,,
13,968,REST APIs,Lecture,,61.0,0.443,58.508,43.467,4.35
14,1241,Sorting Algorithms,Lecture,,,,,,
14,563,Network Protocols,Quiz,,,,,,
11,146,Linked Lists,Lecture,,,,,,
1,1419,Linked Lists,Lecture,,,,,,
4,590,Indexing & Performance,Lecture,,,,,,
6,1487,REST APIs,Lecture,,,,,,
12,597,Untitled,Lecture,,,,,,
1,998,Web Development Basics,Assignment,,49.0,0.49,62.122,58.933,11.79
5,2020,REST APIs,Lecture,,,,,,
5,706,Design Patterns,Lecture,,,,,,
5,178,Big Data Overview,Quiz,,,,,,
13,2121,OOP Concepts,Lecture,,,,,,
8,396,Introduction to the Course,Quiz,,,,,,
12,1847,Network Protocols,Assignment,,,,,,
4,201,Encryption Methods,Lecture,,,,,,
15,1357,Design Patterns,Lecture,,,,,,
4,1486,Big Data Overview,Quiz,Medium,,,,,
9,1667,Network Protocols,Quiz,Easy,,,,,
11,54,Search Algorithms,Assignment,,,,,,
5,688,Data Structures Overview,Assignment,,,,,,
15,322,OS Scheduling,Lecture,,,,,,
14,644,SQL Joins,Assignment,,,,,,
3,1792,Python for Data Science,Assignment,,45.0,0.578,68.067,50.28,5.03
14,1379,Computer Vision Intro,Assignment,,,,,,
3,1769,Untitled,Quiz,Medium,59.0,0.559,72.017,50.944,
1,1157,OOP Concepts,Quiz,,,,,,
13,205,Introduction to the Course,Assignment,,54.0,0.593,72.093,51.041,0.85
1,87,Encryption Methods,Quiz,Hard,57.0,0.509,68.596,40.3,0.67
12,815,Neural Networks,Quiz,,47.0,0.617,77.191,48.902,0.82
15,431,Trees and Graphs,Quiz,Hard,,,,,
1,257,Database Normalization,Lecture,,,,,,
15,1211,Search Algorithms,Lecture,,,,,,
4,404,OS Scheduling,Lecture,,41.0,0.537,75.829,48.551,9.71
9,169,Web Development Basics,Assignment,,65.0,0.477,64.785,48.637,2.43
3,2115,Network Protocols,Quiz,,,,,,
2,1873,Trees and Graphs,Lecture,,56.0,0.643,75.304,53.48,1.78
3,725,Cloud Architecture,Lecture,,,,,,
14,1229,Network Protocols,Assignment,,66.0,0.576,72.818,50.714,10.14
12,1282,Data Structures Overview,Lecture,,,,,,
9,1504,Linked Lists,Lecture,,,,,,
15,1349,Encryption Methods,Lecture,,,,,,
9,1297,Trees and Graphs,Quiz,Easy,,,,,
3,1804,Ethics in AI,Lecture,,,,,,
12,732,Introduction to the Course,Lecture,,,,,,
13,1092,Python for Data Science,Lecture,,,,,,
2,2157,Neural Networks,Lecture,,,,,,
12,1081,Introduction to the Course,Quiz,Hard,,,,,
3,1858,Database Normalization,Quiz,Medium,,,,,
15,2201,Web Development Basics,Lecture,,,,,,
10,727,Python for Data Science,Quiz,Hard,66.0,0.515,66.909,51.053,
7,161,Ethics in AI,Lecture,,60.0,0.567,76.067,54.663,
2,226,Sorting Algorithms,Lecture,,,,,,
4,1220,Sorting Algorithms,Lecture,,,,,,
14,675,OOP Concepts,Quiz,,46.0,0.543,75.543,50.089,
3,58,Design Patterns,Lecture,,,,,,
3,1040,Untitled,Quiz,Medium,,,,,
11,1587,Data Structures Overview,Assignment,,,,,,
7,272,Ethics in AI,Lecture,,50.0,0.56,64.0,49.582,
7,1362,Untitled,Assignment,,,,,,
5,1304,Dynamic Programming,Lecture,,,,,,
4,1528,Python for Data Science,Lecture,,,,,,
11,1064,Network Protocols,Lecture,,,,,,
14,142,Machine Learning Basics,Lecture,,44.0,0.432,65.295,47.018,1.57
11,337,Memory Management,Quiz,Medium,,,,,
4,1473,Search Algorithms,Assignment,,,,,,
5,1061,Network Protocols,Assignment,,,,,,
7,1377,Search Algorithms,Lecture,,,,,,
9,2011,Dynamic Programming,Quiz,Hard,,,,,
10,1610,Data Structures Overview,Quiz,Medium,,,,,
2,1796,Python for Data Science,Assignment,,45.0,0.533,66.889,55.644,1.24
4,1800,Dynamic Programming,Quiz,Hard,,,,,
3,1291,OOP Concepts,Lecture,,56.0,0.536,71.536,51.118,1.14
8,876,Memory Management,Lecture,,,,,,
14,1732,OOP Concepts,Quiz,Hard,,,,,
8,676,Memory Management,Lecture,,,,,,
13,684,Untitled,Lecture,,,,,,
11,1493,SQL Joins,Quiz,Hard,,,,,
13,1368,SQL Joins,Quiz,Easy,,,,,
14,214,Computer Vision Intro,Assignment,,,,,,
4,1365,Dynamic Programming,Assignment,,,,,,
6,1957,OS Scheduling,Lecture,,,,,,
15,879,Sorting Algorithms,Lecture,,47.0,0.617,78.723,58.226,1.94
7,160,SQL Joins,Quiz,Easy,,,,,
8,690,Trees and Graphs,Quiz,,59.0,0.576,70.322,48.541,2.43
11,890,SQL Joins,Lecture,,,,,,
10,1672,Cybersecurity Fundamentals,Lecture,,,,,,
1,1650,Database Normalization,Lecture,,,,,,
4,51,Design Patterns,Lecture,,,,,,
8,867,SQL Joins,Quiz,Easy,,,,,
6,1172,Design Patterns,Assignment,,,,,,
7,2040,Sorting Algorithms,Quiz,Hard,,,,,
1,1193,Computer Vision Intro,Lecture,,,,,,
15,111,Cybersecurity Fundamentals,Assignment,,,,,,
4,1180,Design Patterns,Assignment,,,,,,
15,954,Computer Vision Intro,Quiz,Hard,,,,,
5,1118,Indexing & Performance,Quiz,Easy,,,,,
7,859,Machine Learning Basics,Lecture,,,,,,
2,1265,Machine Learning Basics,Lecture,,,,,,
13,686,Sorting Algorithms,Lecture,,,,,,
3,86,Dynamic Programming,Lecture,,,,,,
14,1908,Trees and Graphs,Assignment,,,,,,
5,2188,Cloud Architecture,Quiz,,,,,,
5,2085,Memory Management,Lecture,,,,,,
8,150,Computer Vision Intro,Quiz,Hard,,,,,
3,2196,Search Algorithms,Lecture,,,,,,
5,1433,Sorting Algorithms,Lecture,,,,,,
2,2147,Untitled,Lecture,,,,,,
5,1402,Concurrency,Lecture,,,,,,
7,830,Untitled,Assignment,,,,,,
7,681,Indexing & Performance,Lecture,,,,,,
8,1622,Design Patterns,Lecture,,,,,,
7,91,Concurrency,Assignment,,,,,,
10,1254,Python for Data Science,Lecture,,,,,,
8,1941,Cybersecurity Fundamentals,Lecture,,46.0,0.543,67.565,50.657,0.84
13,1597,Concurrency,Quiz,,51.0,0.588,79.706,52.965,1.18
12,1191,Untitled,Lecture,,,,,,
5,232,Design Patterns,Lecture,,,,,,
14,781,OOP Concepts,Assignment,,54.0,0.426,64.407,41.915,0.93
3,482,Big Data Overview,Lecture,,,,,,
11,1047,Cloud Architecture,Lecture,,55.0,0.491,64.764,50.142,0.84
5,218,Neural Networks,Lecture,,,,,,
9,1161,Big Data Overview,Quiz,,,,,,
9,952,Introduction to the Course,Assignment,,,,,,
11,472,Ethics in AI,Lecture,,42.0,0.571,66.786,43.195,
7,1869,Dynamic Programming,Quiz,,,,,,
5,1554,Cloud Architecture,Lecture,,,,,,
12,1652,SQL Joins,Lecture,,,,,,
11,281,Dynamic Programming,Quiz,,59.0,0.559,70.864,42.998,2.15
11,1128,OOP Concepts,Quiz,Easy,,,,,
7,2044,Cloud Architecture,Quiz,Easy,,,,,
8,200,Ethics in AI,Assignment,,,,,,
12,1774,Introduction to the Course,Lecture,,,,,,
7,1806,OOP Concepts,Lecture,,,,,,
8,1845,Indexing & Performance,Quiz,,,,,,
1,1235,Indexing & Performance,Quiz,Hard,,,,,
5,1038,Python for Data Science,Lecture,,,,,,
12,405,Dynamic Programming,Quiz,Hard,,,,,
4,973,Machine Learning Basics,Lecture,,,,,,
1,1217,OOP Concepts,Quiz,,,,,,
14,1976,Cybersecurity Fundamentals,Assignment,,,,,,
7,145,Concurrency,Lecture,,,,,,
10,2131,Dynamic Programming,Lecture,,,,,,
11,2097,OS Scheduling,Lecture,,57.0,0.456,64.544,45.063,2.25
10,1811,Untitled,Quiz,Easy,,,,,
1,2061,Introduction to the Course,Lecture,,38.0,0.632,76.132,53.124,1.18
8,382,OS Scheduling,Assignment,,,,,,
4,2002,Web Development Basics,Lecture,,,,,,
11,32,Dynamic Programming,Quiz,Easy,,,,,
1,1140,Dynamic Programming,Lecture,,,,,,
13,692,Introduction to the Course,Lecture,,,,,,
12,733,Search Algorithms,Assignment,,,,,,
11,1306,Machine Learning Basics,Lecture,,53.0,0.566,71.321,50.308,3.35
12,454,Dynamic Programming,Quiz,Medium,,,,,
3,741,Introduction to the Course,Quiz,Medium,55.0,0.582,71.927,51.424,0.86
7,432,Cybersecurity Fundamentals,Quiz,Hard,39.0,0.718,80.744,48.964,
8,159,Encryption Methods,Quiz,Medium,,,,,
1,1314,Cybersecurity Fundamentals,Quiz,Medium,36.0,0.583,75.833,52.361,
3,270,Network Protocols,Lecture,,56.0,0.643,79.018,53.693,5.37
15,935,Ethics in AI,Lecture,,,,,,
7,33,SQL Joins,Quiz,Hard,,,,,
13,1627,OOP Concepts,Lecture,,,,,,
7,927,Ethics in AI,Lecture,,,,,,
7,985,Untitled,Quiz,,,,,,
6,366,Ethics in AI,Quiz,Easy,,,,,
13,1749,Encryption Methods,Lecture,,,,,,
11,1877,Computer Vision Intro,Quiz,Medium,,,,,
9,1127,Machine Learning Basics,Assignment,,43.0,0.628,75.86,50.802,1.13
14,445,Linked Lists,Quiz,Easy,60.0,0.467,66.033,49.395,4.94
8,541,Dynamic Programming,Assignment,,,,,,
5,175,Memory Management,Quiz,Easy,55.0,0.509,66.055,52.165,5.22
14,2019,Ethics in AI,Lecture,,,,,,
3,447,Indexing & Performance,Lecture,,46.0,0.543,67.522,54.878,5.49
2,712,Dynamic Programming,Quiz,Medium,,,,,
8,622,Introduction to the Course,Lecture,,,,,,
9,647,Ethics in AI,Quiz,Hard,,,,,
11,1753,SQL Joins,Assignment,,,,,,
12,71,Dynamic Programming,Lecture,,61.0,0.508,68.836,48.58,4.86
4,580,Indexing & Performance,Lecture,,,,,,
4,1074,Python for Data Science,Quiz,Medium,,,,,
12,1510,Design Patterns,Lecture,,,,,,
8,1736,Trees and Graphs,Quiz,Hard,,,,,
14,364,Dynamic Programming,Lecture,,58.0,0.603,75.397,49.428,1.1
9,105,Python for Data Science,Lecture,,57.0,0.632,76.526,58.168,
14,29,Python for Data Science,Lecture,,,,,,
12,1574,Concurrency,Lecture,,51.0,0.608,69.02,53.61,3.57
2,728,Indexing & Performance,Lecture,,,,,,
12,122,Cybersecurity Fundamentals,Quiz,Hard,,,,,
1,453,Dynamic Programming,Lecture,,,,,,
13,289,Indexing & Performance,Assignment,,44.0,0.545,72.523,46.489,9.3
4,66,Python for Data Science,Lecture,,,,,,
4,1577,Database Normalization,Lecture,,,,,,
6,514,OOP Concepts,Quiz,,,,,,
13,1152,Machine Learning Basics,Quiz,Medium,,,,,
5,470,Linked Lists,Quiz,Medium,,,,,
6,1413,Network Protocols,Lecture,,,,,,
8,760,Data Structures Overview,Assignment,,,,,,
2,1820,Cloud Architecture,Lecture,,,,,,
8,1083,Network Protocols,Assignment,,,,,,
12,2052,Memory Management,Lecture,,,,,,
9,825,Search Algorithms,Quiz,,,,,,
13,1740,Dynamic Programming,Lecture,,,,,,
4,877,SQL Joins,Lecture,,,,,,
15,552,OS Scheduling,Assignment,,62.0,0.597,71.306,45.295,2.26
13,444,Sorting Algorithms,Lecture,,62.0,0.548,71.484,53.903,3.59
13,628,Search Algorithms,Lecture,,,,,,
5,993,Memory Management,Lecture,,31.0,0.548,69.258,41.51,
11,1943,SQL Joins,Lecture,,,,,,
8,1745,Introduction to the Course,Lecture,,,,,,
13,572,Memory Management,Lecture,,,,,,
6,1236,Sorting Algorithms,Lecture,,,,,,
11,1797,Computer Vision Intro,Lecture,,,,,,
3,355,SQL Joins,Assignment,,46.0,0.652,80.87,57.65,11.53
13,167,Linked Lists,Lecture,,,,,,
9,478,Concurrency,Assignment,,,,,,
14,1666,Indexing & Performance,Lecture,,61.0,0.639,79.131,49.661,1.66
5,1178,Memory Management,Quiz,,36.0,0.5,70.861,50.828,5.08
1,1632,Memory Management,Assignment,,,,,,
7,1312,Untitled,Lecture,,60.0,0.483,62.75,44.448,
5,1446,Sorting Algorithms,Lecture,,,,,,
8,12,Introduction to the Course,Lecture,,,,,,
15,215,Search Algorithms,Lecture,,53.0,0.604,78.075,48.036,1.6
2,1661,Indexing & Performance,Quiz,Easy,48.0,0.521,68.146,54.517,0.91
3,1824,Computer Vision Intro,Lecture,,50.0,0.42,55.38,49.186,4.92
15,794,Search Algorithms,Quiz,,,,,,
9,184,Encryption Methods,Assignment,,,,,,
11,1928,Encryption Methods,Assignment,,,,,,
1,729,Network Protocols,Lecture,,,,,,
4,762,Indexing & Performance,Assignment,,,,,,
9,97,Introduction to the Course,Lecture,,,,,,
6,778,Sorting Algorithms,Lecture,,46.0,0.565,69.652,54.35,
5,1147,REST APIs,Lecture,,,,,,
9,325,Cybersecurity Fundamentals,Lecture,,,,,,
5,2139,Concurrency,Lecture,,,,,,
12,2035,Sorting Algorithms,Assignment,,51.0,0.647,72.49,56.614,
9,137,Indexing & Performance,Quiz,Easy,,,,,
10,723,Computer Vision Intro,Lecture,,49.0,0.531,66.857,52.89,1.18
12,1370,Neural Networks,Lecture,,,,,,
2,1054,Memory Management,Lecture,,,,,,
2,1872,Untitled,Lecture,,,,,,
10,1823,Web Development Basics,Lecture,,,,,,
12,1861,Neural Networks,Assignment,,44.0,0.591,74.432,42.159,4.22
6,1199,OS Scheduling,Quiz,Easy,54.0,0.463,66.148,51.587,0.86
2,461,Web Development Basics,Lecture,,,,,,
4,2065,Ethics in AI,Lecture,,45.0,0.578,72.556,57.711,11.54
9,1686,Sorting Algorithms,Lecture,,,,,,
13,1942,Indexing & Performance,Quiz,Hard,,,,,
4,641,Indexing & Performance,Lecture,,,,,,
12,800,Search Algorithms,Quiz,Easy,,,,,
1,1449,Sorting Algorithms,Assignment,,,,,,
12,1651,Python for Data Science,Lecture,,44.0,0.705,82.045,57.88,1.93
4,523,Encryption Methods,Lecture,,,,,,
12,832,Concurrency,Assignment,,,,,,
13,1471,Concurrency,Lecture,,54.0,0.5,62.519,48.856,1.09
7,804,Network Protocols,Quiz,Medium,,,,,
6,186,Design Patterns,Assignment,,,,,,
15,1386,Dynamic Programming,Assignment,,,,,,
1,1221,Network Protocols,Lecture,,43.0,0.581,70.628,55.067,1.84
10,596,Sorting Algorithms,Quiz,Medium,,,,,
9,113,Memory Management,Assignment,,,,,,
7,485,Introduction to the Course,Lecture,,,,,,
2,1529,Ethics in AI,Lecture,,,,,,
11,2120,Search Algorithms,Lecture,,58.0,0.448,62.759,45.959,9.19
9,284,Ethics in AI,Lecture,,,,,,
9,929,Search Algorithms,Lecture,,,,,,
1,2144,Indexing & Performance,Quiz,Hard,,,,,
4,263,Linked Lists,Quiz,,,,,,
1,1278,Cybersecurity Fundamentals,Lecture,,,,,,
11,297,REST APIs,Lecture,,,,,,
1,220,Sorting Algorithms,Lecture,,59.0,0.441,65.492,48.319,1.07
13,701,Sorting Algorithms,Quiz,Medium,51.0,0.412,64.451,52.092,10.42
12,374,Design Patterns,Lecture,,,,,,
4,1616,Database Normalization,Lecture,,,,,,
1,835,Big Data Overview,Lecture,,,,,,
15,438,Introduction to the Course,Assignment,,,,,,
2,1588,SQL Joins,Assignment,,,,,,
5,1631,Cybersecurity Fundamentals,Assignment,,,,,,
1,2030,Introduction to the Course,Lecture,,,,,,
4,2173,Design Patterns,Assignment,,43.0,0.419,69.558,49.47,2.47
1,1836,Network Protocols,Lecture,,,,,,
11,751,Machine Learning Basics,Lecture,,,,,,
8,904,Introduction to the Course,Lecture,,54.0,0.574,75.204,53.983,10.8
15,1303,Network Protocols,Lecture,,60.0,0.517,68.9,59.02,1.97
3,1001,Indexing & Performance,Lecture,,,,,,
2,742,Introduction to the Course,Quiz,Medium,,,,,
7,471,Introduction to the Course,Lecture,,54.0,0.519,64.056,46.363,1.03
2,1394,Computer Vision Intro,Lecture,,,,,,
